Actor,A_Acc,Avg_PartyTime,GuildAct_count,GuildJoin_count,Type
352009,7438352,8370.6563,1,1,Human
352035,7717199,5688.1053,0,0,Human
352042,8884234,6604.75,1,0,Human
352045,8909251,0,0,0,Human
352046,9510282,6103.8123,2,1,Human
352047,9691217,6288.9035,1,0,Human
352068,6960955,3265.6667,0,0,Human
352086,10161082,4593.6867,0,0,Human
352087,7882009,4886.2941,0,0,Human
352095,7739039,3453.4444,0,0,Human
352097,8826386,2478.5882,0,0,Human
352098,6142323,6069.3684,5,1,Human
352105,8639870,0,0,0,Bot
352113,9273480,5881.7788,2,1,Human
352135,6654491,8255,0,0,Human
352136,8863888,4763.2518,4,0,Human
352144,9135804,890.625,0,0,Human
352158,9617647,0,0,0,Human
352180,6826867,4830.75,0,0,Human
352184,9973636,0,0,0,Human
352192,8195814,5770.6667,1,1,Human
352220,9684497,5497.4587,4,1,Human
352221,6173454,3352,0,0,Human
352235,10158836,2375.2222,0,0,Human
352245,6985649,4840.439,4,1,Human
352275,6673553,0,2,1,Human
352286,9975455,2127,1,1,Human
352299,10178206,749,0,0,Bot
352303,7505313,7227.459,0,0,Human
352306,9216302,4761.9357,4,1,Human
352307,8593610,3873.2578,5,1,Human
352308,10290901,4063.3048,2,1,Human
352319,9658238,0,5,1,Human
352333,10037212,2257.375,2,1,Human
352340,10292162,0,0,0,Human
352342,6963709,552.3333,0,0,Human
352347,9344246,4979.4737,0,0,Human
352355,9877597,7654.9683,1,0,Human
352360,8278398,5630.3,1,0,Human
352395,9374180,5049.2871,0,0,Human
352402,8984416,2678.5,0,0,Human
352439,6582196,7269.814,0,0,Human
352476,6370142,278,0,0,Human
352499,8240380,7116.1892,1,1,Human
352508,9859810,9245.7358,0,0,Human
352528,8084681,3933.2233,2,1,Human
352533,8289795,3212.3272,3,1,Human
352534,8793183,3194,0,0,Human
352558,8910077,6935.1579,1,0,Human
352560,10276140,7398.5789,1,0,Human
352569,6105788,4967.1472,1,0,Bot
352577,10195316,0,0,0,Human
352603,4232266,5455,0,0,Human
352610,7624047,3309,2,0,Human
352613,6466099,257,0,0,Human
352617,10091973,3750.8889,1,0,Human
352622,9859810,1698,0,0,Human
352623,9859810,1546,0,0,Human
352624,9859810,0,0,0,Human
352625,9859810,0,0,0,Human
352627,6760281,0,0,0,Human
352668,9493600,185.3333,2,1,Bot
352695,9676045,2752.1429,0,0,Human
352697,8399225,4544,0,0,Human
352706,8017675,4020,2,1,Human
352718,7543479,4579.9704,3,1,Human
352752,10297898,0,0,0,Bot
352761,9441370,7833.8,1,0,Human
352766,9343048,3328.3581,5,1,Human
352776,7190150,6077.6,0,0,Human
352784,10298708,5279,0,0,Human
352799,9471402,5346.5,1,0,Human
352806,4033346,1646.75,1,1,Human
352814,8574240,4464,0,0,Human
352824,9179412,0,0,0,Human
352834,6680350,713.5,3,1,Human
352839,8911155,4733.5782,2,1,Human
352852,6670339,281.3333,1,0,Human
352854,10236994,92359.1918,0,0,Bot
352858,10237003,38739.9436,2,1,Bot
352863,10237018,93684.7083,0,0,Bot
352868,10237022,94956.1408,0,0,Bot
352908,8187800,4104.9565,1,1,Human
352914,6209221,5158.9762,0,0,Human
352929,10094815,4337.8519,1,1,Human
352970,7441820,2032.08,1,1,Human
352978,9336946,2321.3333,4,1,Human
352982,8848481,3199.8125,0,0,Human
352987,4014854,5493,2,0,Human
353037,4046298,5270.8286,1,1,Bot
353038,8140500,2270.5556,0,0,Human
353039,6559053,8652.5513,3,1,Human
353040,7170085,5576.7429,0,0,Human
353041,7912763,0,0,0,Human
353042,6339636,22032.4079,1,0,Human
353043,6786341,15529.9262,1,0,Human
353047,6685670,8301.3723,2,0,Human
353050,6402646,0,0,0,Human
353051,8212962,957.3333,0,0,Human
353052,8903462,6740.4,5,1,Human
353053,10051866,2135.125,0,0,Human
353055,7853590,10779,0,0,Human
353056,6584810,7582.0559,3,1,Human
353057,6142398,5806.2143,1,0,Human
353059,9231069,3515.4,2,1,Human
353060,9453021,4385.0428,1,0,Human
353064,8460253,4564.0427,0,0,Human
353065,6428770,3027.2917,0,0,Human
353066,6532403,5483.697,1,0,Human
353067,6562340,7178,1,0,Human
353070,9600781,8812.5319,3,1,Human
353072,7980776,8408.4292,7,1,Human
353073,6963407,5122.625,1,1,Human
353075,7635537,5297.3816,1,0,Human
353076,6615453,20405.5143,2,0,Human
353077,6429989,5310.063,3,0,Human
353082,6354572,0,0,0,Bot
353095,7732692,2888.6898,1,0,Human
353101,8673591,8911.7,0,0,Human
353120,6256246,2507.4565,0,0,Human
353128,10139216,3230.6,2,1,Human
353207,6980169,2647.72,0,0,Human
353246,10301519,0,0,0,Human
353255,7170175,2431.8,1,0,Human
353265,10288044,1581.3333,0,0,Human
353271,8061237,0,0,0,Human
353312,9911930,3727.3722,1,0,Human
353314,7769363,4321.8462,1,0,Human
353318,10045001,0,0,0,Bot
353354,3166735,5738.6667,2,1,Human
353358,6153512,2726,1,1,Human
353370,10298745,3032.3571,2,1,Human
353389,6685670,7883.5524,4,0,Human
353398,4395712,5355.1111,1,0,Human
353405,10149691,0,0,0,Bot
353410,10086586,0,0,0,Bot
353490,6346206,2350.4545,0,0,Human
353497,8945498,3960.8021,1,0,Human
353509,7584231,4138.9063,2,1,Human
353516,9058622,6061.4,0,0,Human
353518,8014652,5595.8636,1,0,Human
353536,10139000,6180.2181,6,1,Human
353541,6653126,7403.0101,1,0,Human
353546,7498948,0,0,0,Human
353547,7725412,6045.5714,0,0,Human
353573,10310479,5776.2344,0,0,Human
353599,9307953,5654.8583,0,0,Human
353602,8578231,8508,0,0,Human
353612,6561799,6807,0,0,Human
353626,10310822,4909.2617,1,0,Human
353627,10301233,4253.7979,0,0,Human
353630,7288660,2492.1333,0,0,Human
353656,7860460,6217.5581,4,1,Human
353660,6309090,0,0,0,Human
353668,7330490,6895.3684,2,1,Human
353683,8974521,5139.4615,0,0,Human
353688,7744699,0,0,0,Human
353706,10295451,3645.0556,0,0,Human
353708,7311609,25,1,0,Human
353709,9814773,2172.2609,0,0,Human
353710,10078690,3175.8571,0,0,Human
353711,9793951,4139.1333,2,1,Human
353726,10312090,3710.5,0,0,Human
353744,10311970,0,0,0,Human
353746,10146039,8172.5556,0,0,Human
353750,9430159,3951.3913,0,0,Human
353757,7359758,5121.6818,1,1,Human
353766,8194042,2355.1316,0,0,Human
353771,6285920,4449.5,2,1,Human
353778,8675456,7263.1818,1,1,Human
353785,9437182,5112.2273,0,0,Human
353788,9793617,0,0,0,Human
353796,10286002,138.5669,0,0,Bot
353800,10089669,6561.4015,1,0,Human
353807,9667162,0,0,0,Bot
353818,6208178,1254.7708,2,1,Human
353824,8253540,4617.7692,0,0,Human
353826,6961175,5658.16,3,1,Bot
353841,7184077,4883.3793,2,0,Human
353844,8892129,9349.7204,1,0,Human
353854,9263351,7279.3987,0,0,Human
353855,6501009,0,0,0,Human
353859,10272123,2201.1429,0,0,Human
353865,6668501,5534.8058,0,0,Human
353872,10178216,4245.4375,0,0,Human
353886,7751511,1991.6095,0,0,Human
353891,10314559,2425.1765,1,0,Human
353892,10139039,1651.7692,0,0,Human
353902,10307348,5090.8414,3,1,Human
353911,9884988,6090.3019,1,0,Human
353912,6640376,10825.7083,6,1,Human
353920,5527559,8157.5981,3,1,Human
353921,10301881,11287.4809,2,1,Human
353926,10314682,6711.9815,1,0,Human
353928,8477641,804.4194,0,0,Human
353938,7408001,3342,0,0,Human
353948,10143960,0,0,0,Bot
353958,10315110,2345.3672,0,0,Human
353959,10143965,0,0,0,Bot
353973,10143971,0,0,0,Bot
353974,10143974,0,0,0,Bot
353983,10143981,0,0,0,Bot
353995,9551544,941.5,0,0,Human
353998,7912974,1380.4,0,0,Human
354010,9588656,0,1,0,Human
354017,10314493,6620.2917,0,0,Human
354038,8913659,681,1,0,Bot
354048,9732293,351,0,0,Human
354049,10316062,2132.8571,1,0,Human
354054,9799717,4993.3377,2,0,Human
354058,6551662,4526.3458,4,1,Human
354059,10016216,0,0,0,Human
354075,7321579,5076.7311,1,0,Human
354076,4242082,3133.3095,0,0,Human
354084,10260269,5127.8984,3,1,Human
354110,8473679,429.2222,0,0,Human
354119,10224445,10737.3077,4,1,Human
354122,7255434,0,0,0,Human
354124,8253540,5363.5556,3,1,Human
354130,7870668,0,1,0,Human
354133,7763378,2884.1739,0,0,Human
354139,6249508,3892.9167,0,0,Human
354160,8593610,2161.2857,3,0,Human
354164,9591617,5920.1545,3,1,Human
354168,4136654,641,1,1,Bot
354183,8841467,4689,1,1,Human
354185,6937019,564,0,0,Human
354199,10096422,2516.6667,0,0,Human
354203,10315269,0,0,0,Human
354214,6334769,4764.25,0,0,Human
354220,9622187,1049,1,0,Human
354235,7340504,6215.4104,0,0,Human
354258,8234347,6668.6429,1,1,Human
354259,10319063,2000.1,1,0,Human
354260,6708598,2286.1429,2,1,Human
354263,8098647,9302.7692,0,0,Human
354278,7243633,1669.8,0,0,Human
354280,10220295,1965.625,0,0,Human
354284,8020488,3581.6154,0,0,Human
354291,7368449,2563.3333,0,0,Human
354292,8910077,4366.2564,1,0,Human
354299,10319378,7179.0519,2,1,Human
354312,10319619,5841.4224,2,1,Human
354317,8655260,6099.4833,0,0,Human
354318,6311892,3230.4545,0,0,Human
354319,10319763,5748.9595,0,0,Human
354344,6714779,1664.5862,0,0,Human
354348,6113854,3929.75,0,0,Human
354358,8984416,82,0,0,Human
354367,10269939,18,3,0,Human
354379,8034618,414,0,0,Human
354382,4940308,4330.5288,3,1,Human
354385,8300188,4400.8333,0,0,Human
354395,8012696,0,0,0,Human
354407,8750619,4452.881,2,0,Human
354411,6747165,3516.5,0,0,Human
354416,9806315,0,0,0,Human
354425,6346530,3823.75,4,1,Human
354429,8015680,0,0,0,Human
354435,9140306,6611.4091,0,0,Human
354448,9982243,7184.4545,2,1,Human
354460,10315937,6056.0876,3,1,Human
354467,10315937,5656.5556,2,1,Human
354473,8265552,594,0,0,Human
354478,9734415,7180.8526,3,1,Human
354518,10265942,3775.875,0,0,Human
354520,6497426,2591.0909,0,0,Human
354525,6733667,1156.2143,0,0,Human
354533,7197828,2327.5556,0,0,Bot
354542,8571227,8868.5714,1,0,Human
354543,7330446,2195.6944,1,0,Human
354598,7486361,7383.4278,0,0,Human
354603,4068466,0,1,0,Human
354611,9253656,15772.8,0,0,Human
354618,6295709,1220.7692,0,0,Human
354626,10076155,0,0,0,Human
354628,6749433,0,0,0,Human
354635,6946698,6621.8571,0,0,Human
354663,7493336,0,0,0,Human
354668,8917357,3477.3333,0,0,Human
354687,8168942,2479.2143,0,0,Human
354688,8216145,2442.5833,0,0,Human
354691,6500279,5020.1183,3,1,Human
354700,9296545,2135.1538,1,1,Human
354715,7979829,2355.8846,0,0,Human
354718,6715018,5435.52,2,1,Human
354747,9690339,4028,0,0,Human
354756,10322208,2770.5,0,0,Human
354761,10324773,2691.5833,2,1,Human
354776,9876395,1085.5,0,0,Human
354792,9751961,4265.25,0,0,Human
354794,9751961,5268.8252,0,0,Human
354802,6552241,9948,0,0,Human
354818,8095895,1394,2,1,Human
354829,4535589,3548.2464,3,1,Human
354837,6807916,1841.3333,1,1,Human
354844,10311144,0,0,0,Bot
354861,3588201,3646,0,0,Human
354869,10067922,5968.1875,0,0,Human
354883,9170186,3124.2381,0,0,Human
354891,6256586,4267.7273,0,0,Human
354921,10301519,0,0,0,Human
354925,8941942,5756,0,0,Human
354935,10189573,6809.9167,1,0,Human
354941,9092744,2373.7647,0,0,Human
354942,6780988,0,0,0,Human
354955,7148287,387,3,1,Human
354960,9036322,6052.5455,3,0,Human
354978,7648306,5974.5556,0,0,Human
354989,10255099,6617.6667,1,0,Bot
354990,6739132,3209.9907,1,0,Human
355002,7375823,0,0,0,Human
355010,6127951,0,0,0,Human
355012,9624988,0,0,0,Bot
355016,6363210,3780.0909,0,0,Bot
355025,6343095,1768.3333,0,0,Human
355041,8673591,3297,0,0,Human
355065,7036365,6932.336,5,1,Human
355066,7505534,0,0,0,Human
355073,7077910,2495.5,1,0,Human
355074,10329527,2597.9634,2,1,Human
355082,6890616,6182.6441,0,0,Human
355083,7724340,6533.9355,0,0,Human
355095,6676349,449.7143,0,0,Human
355125,6460391,7065.7049,2,1,Human
355130,6462315,0,0,0,Human
355156,10287136,7239.9615,0,0,Human
355161,8338313,0,0,0,Human
355166,6460391,0,0,0,Human
355190,4052031,580,0,0,Bot
355205,10265942,6144.5,1,0,Human
355206,15272,0,1,0,Human
355210,8959732,7540.5,1,0,Human
355219,8174827,7435.2545,0,0,Human
355227,8187709,5642.6667,0,0,Human
355232,8671583,5256.58,1,0,Human
355233,9501228,2489.625,2,1,Human
355251,10331568,2559.9,0,0,Human
355252,7198269,4883.9423,0,0,Human
355254,8428728,6438.1064,0,0,Human
355261,10331826,2821.8,0,0,Human
355265,10331714,17892,0,0,Human
355268,9748541,1848.0588,0,0,Human
355276,8742644,2581.8551,1,1,Human
355299,9544869,2992.6538,1,0,Human
355303,9346774,1358,0,0,Human
355308,7828327,3028.2304,2,1,Human
355310,10332485,4953.0241,0,0,Human
355311,8274081,5654.2452,2,0,Human
355330,10183017,3251.5641,1,0,Bot
355335,8884962,3297.3056,0,0,Human
355343,7105185,2302.8667,1,1,Human
355345,6304253,6743.397,0,0,Human
355366,9457904,4650,0,0,Human
355371,7271312,2491.2292,1,0,Human
355381,6563099,5667.6667,0,0,Human
355396,9786798,4410,0,0,Human
355398,8385759,4422.1818,1,0,Human
355403,7528617,5683.549,7,1,Human
355404,10333165,0,0,0,Bot
355405,8569786,3686.5,0,0,Human
355421,8914293,8514.225,0,0,Human
355429,6348749,3038.1111,0,0,Human
355440,10269545,3141.8571,0,0,Human
355442,10269545,1949.75,0,0,Human
355466,937552,2344,0,0,Human
355479,9729151,2439,0,0,Human
355484,2933935,6489.3932,0,0,Human
355488,9940587,2987.8788,2,1,Human
355497,4730972,2719.1205,0,0,Human
355506,9739204,13378,3,1,Human
355513,9447557,0,0,0,Human
355524,8915618,99.4643,0,0,Bot
355542,10272106,9841.4545,1,1,Human
355543,9288195,27866.5,0,0,Human
355552,6674317,6552.4638,1,1,Human
355569,9080954,0,0,0,Human
355571,7370359,2549.4146,2,1,Human
355583,6822106,7273,1,0,Human
355591,3863003,5761.7375,0,0,Human
355607,6710717,1990.75,0,0,Human
355608,7673245,2089.7222,2,1,Human
355616,6307921,7565.3478,0,0,Human
355633,6111691,7782.9535,0,0,Human
355657,9697461,0,0,0,Human
355663,6939722,1905.2264,0,0,Human
355674,10337025,6745.4141,3,1,Human
355702,8841677,6888.9028,3,1,Human
355703,6658338,2689,3,1,Human
355726,6588037,4970.5128,2,1,Human
355730,6124991,4833.0864,1,0,Human
355734,9331235,4397.3495,2,1,Human
355737,10250594,0,0,0,Human
355742,7978491,0,0,0,Human
355766,6712137,2774.6905,0,0,Human
355768,5814839,5228.1667,0,0,Human
355776,6980655,3980.65,0,0,Human
355778,6826867,3954.8209,0,0,Human
355780,9769788,2351.1091,0,0,Human
355788,8570825,873.5,3,1,Human
355797,6628534,4352.3125,1,0,Human
355832,10329042,1704.75,0,0,Human
355879,10128981,3247.6925,3,1,Human
355916,9618486,0,0,0,Human
355931,10267223,3935.1429,0,0,Human
355935,8274165,6728.8857,3,1,Human
355943,10043110,6076.5859,2,1,Human
355948,9534617,0,0,0,Human
355955,10170769,3751.6,1,0,Human
355969,8069749,7375.3,0,0,Bot
355997,10340891,7619.5,0,0,Human
356032,7511807,0,0,0,Human
356037,6772219,8004.6216,0,0,Human
356042,8991382,8468.6082,2,1,Human
356043,6364860,6860.1395,0,0,Human
356060,6499080,2607.75,5,1,Human
356068,10028407,7214,0,0,Human
356077,9634810,6231.2923,1,0,Human
356083,10204147,6066.0931,3,1,Human
356115,7789785,6405.4444,2,1,Human
356118,10265942,1228.2857,0,0,Human
356134,6927322,2940.0294,1,0,Human
356135,8132357,4285.6786,4,1,Human
356136,10342988,6085.8846,0,0,Human
356138,10265942,4162,0,0,Human
356140,10153653,1794.7333,0,0,Human
356148,10343095,8091.7217,4,1,Human
356153,8612880,0,0,0,Human
356171,6438258,2590.5714,1,0,Human
356172,6235411,24558,0,0,Human
356174,7128661,4169.424,1,0,Human
356177,9231069,3969.3056,4,1,Human
356181,7200000,4411.8165,3,1,Human
356182,7679195,9041.0769,3,1,Human
356183,6125400,2091.1667,0,0,Human
356185,5090073,5258.3333,0,0,Human
356186,6663526,3200.3333,3,1,Human
356188,8943820,3233.4904,2,0,Human
356189,6537304,7997.0455,2,1,Human
356190,7994511,5423.7111,1,1,Human
356191,8561845,0,0,0,Human
356192,8155881,6330.0526,1,0,Human
356193,6802685,2872.4762,2,1,Human
356194,8323815,2899.869,1,0,Human
356195,6446876,6494.8039,0,0,Human
356199,7941174,2755.2857,1,0,Human
356200,6849263,5693.1579,0,0,Human
356204,7612045,7005.4063,2,1,Human
356205,7868325,6137.7907,0,0,Human
356206,7383092,2791.9063,1,0,Human
356211,7971931,4225.561,0,0,Human
356212,9771688,3339.4563,1,0,Human
356218,6664304,12016.7037,3,1,Human
356246,7941174,2191.1538,0,0,Human
356255,7941174,6314.8261,1,0,Human
356269,10343770,4,0,0,Human
356277,10344516,4063.62,0,0,Human
356279,10055737,2710.7714,1,1,Human
356297,7100385,10775.7,0,0,Human
356325,10303823,7248.6538,0,0,Bot
356331,6804498,4415.3964,0,0,Human
356346,10222214,0,0,0,Bot
356350,8509562,5482.4154,1,1,Human
356388,6559053,0,0,0,Human
356391,10340881,5842.1167,1,0,Human
356403,6981173,1935.3077,0,0,Human
356408,10240762,0,1,1,Human
356427,6749640,7780.7778,2,1,Human
356429,10088792,1741.2,1,1,Human
356456,10152305,8113.3789,2,1,Human
356479,10077597,7289,0,0,Human
356483,8610305,0,2,1,Human
356488,7757784,1747,0,0,Human
356497,10345713,0,0,0,Bot
356500,8261621,5663.3561,4,1,Human
356502,6862208,6648.5,0,0,Human
356506,6688489,1964,2,1,Human
356508,6963116,2586.9649,0,0,Human
356509,6931775,5330.9864,1,0,Human
356512,9474478,8438.5,3,1,Human
356519,8131492,8465.5882,2,1,Human
356535,8198188,7883.6,0,0,Human
356539,8006438,0,0,0,Human
356551,8400451,7448.1727,0,0,Human
356566,9252738,7525.9939,0,0,Human
356579,10348543,0,0,0,Human
356585,7291985,6611,7,1,Human
356592,8839287,1407.625,0,0,Human
356593,6985838,0,0,0,Human
356603,10348915,5076.34,2,1,Human
356608,10240762,4419.2857,1,1,Human
356624,8363253,2134.3333,3,0,Human
356665,6985649,3770.0645,2,1,Human
356680,9927646,0,0,0,Human
356686,4036617,1109.9231,0,0,Human
356690,10037523,4054.7778,0,0,Human
356699,6323706,0,0,0,Human
356704,7290616,7598.913,0,0,Human
356718,7193625,3316.4861,0,0,Human
356720,9763659,0,0,0,Human
356722,10240357,2243.1111,0,0,Human
356727,7183601,4514.7381,2,1,Human
356738,6910901,2179,0,0,Bot
356741,8127476,5466.1963,3,1,Human
356760,6590766,5550.5833,0,0,Human
356761,8894082,4321.4066,3,1,Human
356771,6404272,1835.25,0,0,Human
356773,9846697,2197.125,0,0,Human
356784,9505389,7369.6667,0,0,Human
356788,6129334,0,0,0,Human
356798,8635305,0,0,0,Human
356814,10075265,4277.9206,2,1,Human
356815,9931048,1998.7895,2,0,Bot
356816,6966526,7903.6,2,1,Human
356826,10083563,2876.5962,0,0,Human
356847,10315110,1778.7452,2,1,Human
356863,7167322,11516.8667,1,0,Human
356870,10320804,5742.5595,0,0,Human
356894,10288835,5957.1827,1,1,Human
356902,6318516,2495,1,0,Human
356903,9374857,0,0,0,Human
356930,4126485,0,0,0,Human
356937,10096308,322,2,1,Human
356938,6412726,4538.2692,0,0,Bot
356944,6722906,0,0,0,Human
356946,6882242,4531.8102,3,1,Human
356948,7675490,7120.6667,0,0,Human
356956,10291455,537.6486,0,0,Human
356961,10291455,806.3077,0,0,Human
356973,10291455,389.9714,0,0,Human
356987,10091835,5869.9254,0,0,Human
356988,6750509,7447.8596,0,0,Human
356997,6268078,9164,4,1,Human
357024,7994511,0,0,0,Human
357034,10355394,5419.5761,3,0,Human
357037,6708917,128,2,0,Human
357038,9965905,4946.2727,2,1,Human
357057,10355656,4931.0306,0,0,Human
357068,6804582,6319.3111,1,0,Human
357072,8237672,4569.3436,2,1,Human
357084,8085538,4188.8966,1,0,Human
357089,7080587,5613.8555,2,1,Human
357090,7513888,5553.3274,5,1,Human
357108,7736826,4514.6556,3,1,Human
357126,9622971,9458.3137,0,0,Human
357137,7121993,1509,0,0,Bot
357148,10000537,2540.6667,2,1,Human
357150,7738535,5795.7976,2,1,Human
357154,9332809,5127.4227,2,1,Human
357158,7151822,7115.1414,1,0,Human
357159,6724729,0,0,0,Human
357161,6841137,2252.1,0,0,Human
357179,8580633,5597.4,1,0,Human
357185,7347414,6526.1346,2,1,Human
357191,6776358,1455.3333,0,0,Human
357196,8270724,6062.5,0,0,Human
357206,10357725,4095.0909,1,1,Human
357210,6933299,5688.3873,3,1,Human
357216,8180876,2221,2,1,Human
357220,6545315,5288.5265,3,1,Human
357228,9721959,3984.4286,0,0,Human
357248,6647593,6587.0577,1,0,Human
357265,6389759,8384.7742,2,1,Human
357267,6449230,6333.3194,3,1,Human
357282,6388541,2440.6379,2,1,Human
357287,10041866,2361.6567,2,1,Human
357297,6574400,8010.3529,1,0,Human
357302,7938630,939.5745,1,0,Human
357332,9285644,3059.8905,2,1,Human
357337,9891042,1034,0,0,Human
357340,10140734,5595.2613,4,0,Human
357350,8942298,0,0,0,Human
357356,6834534,2512.4255,4,1,Human
357362,9047079,0,0,0,Human
357363,9889305,5757.7407,4,1,Human
357368,7454448,0,0,0,Human
357372,9336248,8097.8766,2,1,Human
357378,8569214,1849,0,0,Human
357379,6455496,2470.375,1,0,Human
357393,10297303,12,0,0,Bot
357394,10297319,0,0,0,Bot
357398,10297329,76,0,0,Bot
357399,10297339,1915,0,0,Bot
357410,7363952,5542.1928,2,1,Human
357415,8766965,2090.7744,0,0,Human
357416,4269437,4688.1333,2,1,Bot
357422,6545315,2218.4545,1,0,Human
357432,9634810,4051.7778,0,0,Human
357437,6949423,2679,3,0,Human
357442,10324773,3655.4,0,0,Human
357448,7470387,1855.1667,2,1,Human
357465,10355923,0,0,0,Bot
357470,10359573,636.4,0,0,Bot
357472,10356118,0,0,0,Bot
357475,6663526,10493.2947,6,1,Human
357476,10356132,609,0,0,Bot
357482,8183790,7543.2917,0,0,Bot
357493,9987156,4805.9787,0,0,Human
357494,9986681,2232.0735,0,0,Human
357507,9950450,5248.4211,0,0,Human
357515,8306304,12685.9091,0,0,Bot
357537,6841831,6107.0435,2,0,Human
357543,6108490,4377.402,0,0,Human
357554,10231432,2380.125,1,0,Human
357567,10362530,5147.5556,0,0,Human
357568,7806139,2961.6667,0,0,Human
357573,9178730,2245.5,0,0,Human
357576,6542872,5253.5926,1,1,Human
357583,6994591,3672,0,0,Human
357616,9420108,494,0,0,Human
357627,7241900,3894,0,0,Human
357646,8015794,2349.8333,0,0,Human
357692,9867825,4025.1917,1,0,Human
357695,10234001,156883.625,0,0,Human
357700,8918912,2075,0,0,Human
357703,8752373,7908,0,0,Human
357711,7376409,2560,0,0,Human
357719,9449133,0,0,0,Human
357725,10155312,28.2,0,0,Bot
357739,10163747,0,0,0,Human
357749,8292015,5803.5625,0,0,Human
357750,6805172,5055.5278,0,0,Human
357755,6584717,1718.4286,4,1,Human
357768,9222954,2474.1667,0,0,Human
357770,9363384,1007,0,0,Human
357773,9363384,0,1,0,Human
357775,9363384,327.3333,0,0,Human
357776,9363384,1189.5,0,0,Human
357789,10363371,2329.59,1,0,Human
357792,10363371,3545.3729,4,0,Human
357794,10363371,13440,0,0,Human
357799,7505534,7013.5412,2,1,Human
357801,7206273,2793.1951,1,0,Human
357803,9363384,493,0,0,Human
357804,10030111,7527.1304,0,0,Human
357806,6560587,6467.3333,2,1,Bot
357808,10331826,4549,0,0,Human
357822,9977615,4339,0,0,Human
357860,9007351,1748,0,0,Human
357873,7402741,2166.5294,2,1,Human
357874,7362084,4066.4,2,1,Human
357880,10366815,3232.72,1,1,Human
357900,9345142,2884.2951,0,0,Human
357904,10070882,7595.85,1,1,Human
357920,4247142,1529.5,0,0,Human
357924,8576258,3204.9541,2,1,Human
357931,7943913,4817.6101,5,1,Bot
357933,6397282,6409.4444,2,1,Human
357960,6577916,2465.0089,0,0,Human
357973,7982642,2967.318,5,1,Human
357974,10113480,4231.192,6,1,Human
357987,6902404,5098.2083,0,0,Human
357988,7716113,2783.8,0,0,Human
357996,8755921,6049.6071,2,1,Bot
358000,7655286,3143.9861,1,0,Human
358012,8928330,6535.2258,0,0,Human
358015,6570661,2293.2,0,0,Human
358025,7484482,7974.3724,4,1,Human
358032,7174877,3850.3333,0,0,Human
358034,9799259,0,0,0,Human
358036,9975530,2111.5313,0,0,Human
358040,6872309,3907.25,4,1,Human
358047,7640687,8877.5,1,0,Human
358050,10368682,35,0,0,Bot
358070,6996980,7286.027,7,1,Human
358073,10000126,6636.6854,5,1,Human
358087,7177322,6637.8462,0,0,Human
358106,10130811,10664,0,0,Human
358116,2835941,5330.3982,1,0,Human
358121,7087829,3002.4,0,0,Human
358138,8374856,0,0,0,Human
358150,9652008,4640.8772,1,0,Human
358159,8491789,7072.7059,0,0,Human
358161,7005007,0,0,0,Human
358167,7069331,0,1,0,Human
358173,10370512,8556.7895,2,0,Human
358174,9570948,6006.9263,0,0,Human
358178,7060999,584,1,1,Human
358179,8068410,4262.438,2,1,Human
358180,10370590,4125,0,0,Human
358196,9806315,1981.5714,0,0,Human
358218,10351428,0,0,0,Human
358241,7277544,2892.25,2,1,Human
358247,9944694,2843.7692,0,0,Human
358320,7711550,6763.1705,2,1,Human
358350,8385759,4936.4861,1,0,Human
358364,6169681,2464.75,2,1,Human
358373,8889916,1337,0,0,Human
358408,9903150,3183.9661,3,1,Human
358414,5527559,3646.1818,2,1,Human
358415,10373953,5493.8032,1,0,Human
358417,6816447,2310,0,0,Human
358420,10355846,3128.2667,0,0,Human
358423,7766012,3957.25,2,1,Human
358425,10374155,7099.6412,1,1,Human
358471,7569446,0,0,0,Human
358476,10177779,5723.4444,1,0,Human
358479,8486186,5187.5896,1,0,Human
358486,10374901,7047.7075,6,1,Human
358492,10367763,4571.9013,2,1,Human
358503,7753330,4905.5246,2,1,Human
358515,10373315,0,0,0,Bot
358517,10373326,0,0,0,Bot
358518,10375407,0,0,0,Bot
358519,10373351,0,0,0,Bot
358525,10366518,0,0,0,Bot
358542,6789842,204.5,0,0,Human
358550,8609800,0,0,0,Human
358567,7491199,2955.5625,0,0,Human
358569,8923216,1949.4281,1,0,Human
358572,6664325,1857,0,0,Human
358575,9457904,0,0,0,Human
358592,8919019,149,1,1,Human
358597,6392801,2232.7895,0,0,Human
358618,7435146,4468,0,0,Human
358627,8578231,2255.9412,0,0,Human
358630,9481775,2217.7333,2,1,Bot
358640,6450573,4976.9018,3,1,Human
358646,8673591,4723.069,1,1,Human
358657,7484492,2273.6901,0,0,Human
358672,10345603,4699.5,0,0,Human
358674,9350009,2760.2143,0,0,Human
358678,7744699,3959.3333,2,1,Human
358681,9397324,0,0,0,Human
358706,9397324,4504.8,0,0,Human
358721,6360107,8229.8012,3,0,Human
358733,10378712,5939.8774,1,0,Human
358734,10257661,33,1,1,Human
358745,7094478,4863.4286,1,0,Human
358776,10201922,5402.3169,2,1,Human
358781,10169377,2942.0409,5,1,Human
358800,4352966,1661.875,0,0,Human
358804,10380128,8717.9737,0,0,Human
358813,7414075,3028.1408,1,0,Human
358815,6252931,5872.8,0,0,Human
358822,8631098,1848.5,1,1,Human
358826,7409713,6405.625,1,0,Human
358828,7436913,5402.2,0,0,Human
358830,9303267,2663.7143,0,0,Human
