Actor,A_Acc,Login_day_count,Logout_day_count,Playtime,playtime_per_day,avg_money,Login_count,ip_count,Max_level,Type
420337,8154712,49,50,219074,4381.48,50127.6796,122,18,38,Human
420341,7938137,11,11,131900,11990.9091,18701.2365,19,6,29,Human
420345,10570787,9,9,32782,3642.4444,7549.6731,14,3,30,Human
420346,10928294,4,4,17590,4397.5,452.7841,4,4,25,Human
420349,10928344,4,4,30735,7683.75,328.8162,3,4,25,Human
420358,9798000,50,50,67626,1352.52,7848.5004,79,3,31,Human
420362,10928380,3,3,10981,3660.3333,384.4017,3,3,15,Human
420370,10928495,18,18,642644,35702.4444,1415.0647,94,7,38,Bot
420400,8012869,45,45,182277,4050.6,19208.9449,87,1,28,Human
420406,8676814,14,14,36626,2616.1429,24975.3904,58,8,35,Human
420408,7636513,5,5,12392,2478.4,253.1127,15,6,16,Human
420416,6893941,32,32,129959,4061.2188,4084.4037,135,2,25,Human
420417,6807863,8,8,25545,3193.125,307.8178,11,2,31,Human
420420,6807863,18,18,14404,800.2222,300.0522,36,3,32,Human
420428,10003897,9,9,54885,6098.3333,2413.5966,11,7,27,Human
420430,10912988,44,38,553050,14553.9474,9552.933,57,3,42,Human
420431,10689382,12,12,64614,5384.5,482.7753,15,6,25,Human
420437,10488325,80,82,1888902,23035.3902,15490.35,205,45,53,Human
420451,10008165,1,1,17591,17591,276.5358,1,1,18,Human
420458,6859065,12,12,16048,1337.3333,168.6102,15,8,11,Human
420465,10928218,78,78,2448913,31396.3205,18982.5616,469,41,53,Human
420476,8061000,16,16,31225,1951.5625,51618.4179,30,14,25,Human
420479,10230813,3,3,23632,7877.3333,9425.4649,4,4,19,Human
420484,10917636,87,87,7013413,80613.9425,23367.0581,124,3,54,Bot
420486,6992904,14,14,93778,6698.4286,1384.0994,24,2,31,Human
420487,10816736,6,6,22942,3823.6667,113.9408,8,6,19,Human
420488,10917504,87,88,7059277,80219.0568,25650.9509,124,3,54,Bot
420489,8813209,26,26,86689,3334.1923,118066.9096,38,8,20,Human
420496,6814955,24,24,303161,12631.7083,5361.3312,95,16,34,Human
420501,10441360,4,4,43471,10867.75,130.9934,14,6,22,Human
420504,10776189,12,12,152382,12698.5,29700.7748,26,6,35,Human
420505,8649100,24,24,98112,4088,8140.334,45,10,31,Human
420507,10929860,6,6,45967,7661.1667,42.9379,6,6,15,Human
420517,9520633,27,27,359532,13316,31648.632,217,28,47,Human
420519,6896305,6,7,18750,2678.5714,10365.6234,9,5,31,Human
420527,7144944,60,60,62225,1037.0833,124968.096,129,49,22,Human
420530,10871395,67,67,11503,171.6866,18380.2874,150,28,10,Human
420531,10929943,37,37,632611,17097.5946,15042.5918,69,7,51,Bot
420536,6825046,14,13,35951,2765.4615,163.433,18,13,23,Human
420540,10917060,44,46,86146,1872.7391,8855.1941,108,8,31,Human
420545,4132297,17,19,127554,6713.3684,1096.2766,24,15,29,Human
420549,10930439,3,3,11131,3710.3333,928.7417,3,2,20,Human
420551,10193061,22,22,195939,8906.3182,935.2751,39,19,31,Human
420557,7779337,47,47,685328,14581.4468,5623.1495,80,18,46,Human
420561,10930601,43,52,482031,9269.8269,9930.1884,71,20,34,Human
420566,5260926,16,16,117746,7359.125,23207.7919,23,6,40,Human
420568,7131947,56,56,1818753,32477.7321,18438.2817,99,11,52,Human
420573,10930746,82,81,1316920,16258.2716,70579.1742,316,34,51,Human
420580,6724756,8,8,10957,1369.625,98.0273,13,1,11,Human
420586,10421513,29,29,137534,4742.5517,28771.3389,61,3,34,Human
420588,6374712,26,27,131705,4877.963,1600.9995,58,3,29,Human
420596,7078198,54,54,190098,3520.3333,14235.2119,160,41,34,Human
420598,10746370,62,61,529390,8678.5246,14957.1333,175,24,24,Human
420599,10921707,17,17,21023,1236.6471,36225.2843,25,3,3,Human
420600,10174956,56,57,481672,8450.386,4729.6834,307,24,39,Human
420606,10914183,4,4,23956,5989,48.277,7,3,15,Human
420609,8255649,4,3,30911,10303.6667,32.428,6,3,18,Human
420614,10589699,9,8,204159,25519.875,16714.676,20,2,33,Bot
420616,4112970,15,15,99703,6646.8667,1569.0104,44,6,27,Human
420617,6871710,75,80,994385,12429.8125,3674.2372,158,17,49,Human
420624,7191747,8,8,44324,5540.5,209.2593,13,1,28,Human
420627,10435469,22,22,133633,6074.2273,1137.7027,35,21,33,Human
420630,8238938,4,4,20749,5187.25,92.9758,14,2,19,Human
420632,9071227,3,3,12077,4025.6667,47.3475,4,4,12,Human
420635,10490572,3,3,20005,6668.3333,5.9381,3,3,13,Human
420638,6180122,7,6,39656,6609.3333,3999.0407,8,4,26,Human
420644,10140896,2,2,31387,15693.5,529.7565,1,3,26,Human
420650,10931334,55,55,858184,15603.3455,2989.931,224,32,50,Human
420651,6538876,68,69,640264,9279.1884,4452.4861,235,10,38,Human
420652,2130771,53,54,953064,17649.3333,1722.0557,204,26,47,Human
420660,6465262,29,29,266166,9178.1379,11615.6815,72,17,35,Human
420668,7189077,24,27,110018,4074.7407,883.5153,47,17,33,Human
420670,10776107,33,35,202554,5787.2571,24624.3378,99,8,30,Human
420673,10633159,46,45,1048939,23309.7556,2975.1485,218,3,47,Human
420674,8084767,26,26,147692,5680.4615,7560.449,115,2,25,Human
420678,10927590,79,78,1944617,24930.9872,15704.0589,223,84,53,Human
420680,10195180,6,7,48285,6897.8571,826.2926,10,7,22,Human
420682,10789311,80,79,2288131,28963.6835,5774.3501,262,87,55,Human
420685,8531707,44,43,522946,12161.5349,756.1855,71,28,42,Human
420686,10931806,14,14,374441,26745.7857,1029.2533,21,11,40,Human
420706,6473567,11,11,11211,1019.1818,48223.19,22,9,9,Human
420710,7004374,19,18,94051,5225.0556,17545.5356,40,24,29,Human
420729,7934522,56,56,889206,15878.6786,3218.434,335,3,47,Human
420733,8795201,24,23,375985,16347.1739,7031.0115,66,11,40,Human
420735,9865778,36,36,204502,5680.6111,1390.6232,114,35,31,Human
420737,8029736,41,39,377892,9689.5385,14454.3966,76,3,39,Human
420739,10904333,82,82,485517,5920.939,763.0531,230,65,41,Human
420743,9686945,44,45,352365,7830.3333,16010.2893,148,28,43,Human
420745,7894745,51,52,963812,18534.8462,15678.5527,181,3,41,Human
420746,6124200,49,49,588571,12011.6531,6396.7911,111,31,47,Human
420751,9324538,24,23,87707,3813.3478,5906.5306,64,4,34,Human
420753,10917060,78,79,2455213,31078.6456,17692.3655,595,27,53,Human
420761,7852532,66,66,667169,10108.6212,1776.6155,184,36,42,Human
420763,6608637,28,30,319255,10641.8333,3239.2457,98,1,42,Human
420765,8513905,44,43,648443,15080.0698,4502.5497,196,8,48,Human
420766,8059795,41,40,577176,14429.4,6001.3233,162,3,42,Human
420768,10091593,18,18,12216,678.6667,16116.1429,97,22,16,Human
420774,8456842,24,24,138996,5791.5,2332.1902,48,16,30,Human
420781,7923107,28,29,21140,728.9655,13958.1978,51,2,31,Human
420782,6854252,56,56,106510,1901.9643,42933.0366,240,1,34,Human
420783,7736842,8,7,105438,15062.5714,3814.6593,16,1,20,Human
420796,8394308,10,11,25103,2282.0909,110.655,19,2,25,Human
420798,10539456,17,17,26119,1536.4118,672.5581,24,12,18,Human
420800,8017449,16,16,14633,914.5625,18881.346,16,8,20,Human
420801,10865322,82,81,1087203,13422.2593,2724.7598,299,36,42,Human
420804,10569063,68,65,619495,9530.6923,23696.169,203,23,49,Human
420810,6926183,39,38,954970,25130.7895,70083.6005,161,13,46,Human
420812,9263351,18,18,60908,3383.7778,55.215,29,14,22,Human
420813,6526863,88,87,3957370,45487.0115,26126.1633,554,20,55,Bot
420819,6926183,27,27,448785,16621.6667,63912.2081,86,7,43,Human
420834,10706529,7,7,21553,3079,10114.1033,17,8,12,Human
420838,8102897,26,26,123341,4743.8846,5733.7396,51,17,28,Human
420847,10931331,66,65,203704,3133.9077,71851.5685,138,25,22,Human
420848,6643224,71,69,916438,13281.7101,5198.8866,227,14,49,Human
420849,10932946,34,33,350048,10607.5152,3263.2489,53,19,36,Human
420852,10615945,32,32,11326,353.9375,23780.3948,55,16,12,Human
420853,8611512,35,33,223582,6775.2121,21996.2611,99,36,36,Human
420855,10813560,74,67,1975571,29486.1343,3316.147,175,19,55,Human
420860,8100139,63,63,19593,311,15402.1363,98,11,10,Human
420866,10933136,4,4,122254,30563.5,10041.4337,14,4,31,Human
420868,10672970,51,49,899106,18349.102,2512.7276,104,39,47,Human
420875,7769484,79,78,2489506,31916.7436,28507.7066,339,62,55,Human
420882,6848490,49,49,670981,13693.4898,45611.8644,250,17,48,Human
420890,9425681,13,13,53031,4079.3077,132749.3352,31,5,31,Human
420894,6187149,4,4,16010,4002.5,450.5417,4,3,14,Human
420896,7787353,6,6,64615,10769.1667,4112.1227,16,5,35,Human
420904,6558612,6,6,44482,7413.6667,149.2793,11,4,22,Human
420906,9589518,15,15,71525,4768.3333,1505.603,31,14,24,Human
420912,9621098,6,6,73852,12308.6667,162.9951,10,9,23,Human
420913,6214214,11,11,102617,9328.8182,959.2706,27,5,36,Human
420914,6855612,22,25,252280,10091.2,1298.1802,71,19,34,Human
420916,7370976,20,19,109949,5786.7895,1445.9258,36,5,34,Human
420918,7230019,50,50,633459,12669.18,1768.5138,111,9,40,Human
420920,6738794,26,25,205715,8228.6,42726.3189,63,16,37,Human
420931,10824737,81,81,1463878,18072.5679,4096.8166,384,15,46,Human
420932,8740712,21,22,86473,3930.5909,317.3339,47,15,24,Human
420945,8120160,71,73,1783446,24430.7671,3723.4295,286,87,54,Human
420946,2036492,12,12,17387,1448.9167,4730.8927,13,2,10,Human
420947,10895893,42,39,664215,17031.1538,967.6629,125,53,44,Human
420949,8013507,37,37,236116,6381.5135,13563.4185,72,7,34,Human
420951,10928584,62,63,1184795,18806.2698,5627.6999,107,31,49,Human
420953,6681369,20,21,67722,3224.8571,48843.4525,38,1,22,Human
420956,10686302,26,25,585479,23419.16,3514.7986,67,20,42,Human
420964,8610680,83,80,1744871,21810.8875,20582.6598,287,78,55,Human
420965,10650895,14,15,78586,5239.0667,868.6257,27,7,30,Human
420966,8509392,88,87,4674656,53731.6782,32044.727,447,4,55,Human
420973,6377344,13,13,17421,1340.0769,3222.442,20,8,17,Human
420981,10692925,51,49,520873,10630.0612,1601.7431,85,42,40,Human
420982,6711878,4,4,14993,3748.25,2922.2597,8,5,12,Human
420983,10934482,26,24,484897,20204.0417,14328.7862,64,15,41,Human
420984,10884516,7,7,93683,13383.2857,5293.1638,16,8,25,Human
420985,6414584,54,54,33653,623.2037,14645.7243,122,9,17,Human
420986,10161058,12,12,186246,15520.5,1877.8304,48,6,35,Human
420990,10875281,41,42,161284,3840.0952,152711.267,76,20,10,Human
420998,8115084,20,20,135765,6788.25,7847.4665,37,10,37,Human
421002,6450118,8,8,22018,2752.25,323.9352,13,8,19,Human
421003,10934762,3,3,66298,22099.3333,1984.6488,3,1,16,Human
421008,10703108,27,27,306918,11367.3333,25617.371,45,27,37,Human
421016,6874853,65,65,578333,8897.4308,17232.1446,232,1,43,Human
421020,7167269,19,18,104675,5815.2778,24155.8772,37,15,30,Human
421026,7652724,37,36,320678,8907.7222,10810.2102,68,19,38,Human
421030,10896602,3,3,21697,7232.3333,2211.8959,4,3,18,Human
421037,10931955,28,27,415810,15400.3704,4083.8903,66,4,41,Human
421042,7293907,16,15,28006,1867.0667,1869.9428,25,14,19,Human
421053,10678979,2,2,14833,7416.5,19.6016,2,2,13,Human
421057,9429866,6,6,31168,5194.6667,217.1845,15,2,35,Human
421065,8614205,14,14,145410,10386.4286,831.7221,28,15,34,Human
421069,10155638,3,3,14035,4678.3333,53536.5245,4,3,15,Human
421076,9875796,2,2,24226,12113,125.5296,2,2,34,Human
421089,10925209,43,43,543459,12638.5814,216703.1856,5249,4,10,Human
421090,7172773,12,11,122149,11104.4545,2842.9537,29,7,31,Human
421097,9965905,49,48,61207,1275.1458,25034.5907,117,34,21,Human
421099,10421029,21,21,171210,8152.8571,10635.3073,47,4,31,Bot
421100,6930505,6,6,18531,3088.5,1521.0406,7,4,24,Human
421104,8067635,8,8,19787,2473.375,281.3428,11,2,25,Bot
421105,10117855,21,19,170504,8973.8947,641.1988,33,9,32,Human
421106,8740760,23,25,84393,3375.72,920.9133,54,18,33,Human
421124,10382161,3,3,23680,7893.3333,30.3081,5,4,16,Human
421127,7036888,6,6,15253,2542.1667,43650.356,7,4,22,Human
421132,10936031,18,18,225642,12535.6667,108.0032,26,14,31,Human
421136,9166961,15,15,115548,7703.2,6994.0896,18,10,32,Human
421137,10936138,11,10,55671,5567.1,874.3354,15,10,28,Human
421138,6505971,77,75,1587707,21169.4267,21717.5884,313,87,50,Human
421142,7083498,7,7,40305,5757.8571,8030.8786,6,4,28,Human
421156,8513060,24,23,76089,3308.2174,45137.6296,42,1,28,Human
421159,6241828,17,17,45173,2657.2353,2138.3702,24,11,12,Human
421161,8038117,1,1,13075,13075,99.4353,1,1,18,Human
421176,10415245,43,43,847638,19712.5116,33568.8395,169,48,51,Human
421177,7894267,21,21,128921,6139.0952,4565.3553,31,13,31,Human
421181,7867078,64,63,880587,13977.5714,11326.411,172,22,45,Human
421182,7673602,6,5,27071,5414.2,27.7919,6,4,14,Human
421183,10618089,21,20,68194,3409.7,637.0715,44,14,22,Human
421184,10936400,34,34,432609,12723.7941,585.9797,70,16,40,Human
421185,10406902,66,65,820914,12629.4462,15594.5167,381,6,42,Human
421191,10936613,52,52,23334,448.7308,830.0268,93,4,10,Human
421192,10936613,52,52,19255,370.2885,1122.3475,96,4,10,Human
421195,10936613,52,52,24163,464.6731,823.3775,94,4,10,Human
421196,10936613,52,52,35913,690.6346,1292.4344,102,4,10,Human
421197,10936613,53,53,192159,3625.6415,1360.2737,100,4,24,Human
421209,9624006,12,12,11300,941.6667,717.6194,60,6,12,Human
421210,8758798,73,71,1359321,19145.3662,14213.449,175,43,54,Human
421212,7160035,5,5,14113,2822.6,1233.2375,6,5,14,Human
421233,10848374,16,16,60331,3770.6875,2452.8278,45,13,30,Human
421238,7813981,45,45,105280,2339.5556,37569.0213,119,5,29,Human
421255,9523930,37,37,16269,439.7027,239632.2981,74,44,1,Bot
421257,7931140,4,4,12521,3130.25,508.7574,5,4,16,Human
421265,9809855,14,14,45123,3223.0714,474.2376,30,10,33,Human
421270,10513751,34,34,932907,27438.4412,13812.1031,112,16,44,Human
421271,7418417,53,53,366732,6919.4717,1552.8949,208,28,39,Human
421275,7296271,27,27,16823,623.0741,13399.9811,77,3,9,Human
421277,10918456,5,5,43400,8680,977.8131,14,5,25,Human
421287,10276140,20,20,134537,6726.85,795.5791,35,3,30,Human
421289,10923099,87,87,7016817,80653.069,38302.9181,120,2,55,Bot
421294,7713012,56,56,39447,704.4107,88833.3184,109,18,26,Human
421303,6544417,16,16,54820,3426.25,5543.3188,32,9,33,Human
421307,8031625,44,44,191425,4350.5682,9132.6901,114,26,40,Human
421309,7426950,30,28,293582,10485.0714,794.8156,36,17,35,Human
421310,6985672,38,38,641971,16893.9737,3532.1819,75,21,43,Human
421311,10117328,14,13,100675,7744.2308,505.3493,16,7,23,Human
421312,6797834,33,34,219486,6455.4706,2765.1648,75,24,38,Human
421322,10165257,44,44,78664,1787.8182,982.0445,82,8,23,Human
421336,10608290,66,65,1065444,16391.4462,7717.1988,163,11,51,Human
421344,7440204,6,6,44037,7339.5,51997.9861,13,7,30,Human
421346,9194865,88,88,2006455,22800.625,9726.4734,344,81,53,Human
421347,6790291,19,19,21224,1117.0526,5941.2889,28,20,22,Human
421350,10937705,5,4,35685,8921.25,344.8373,8,2,15,Human
421354,8398362,58,55,1106413,20116.6,9161.0756,163,22,50,Human
421363,8832379,62,65,562306,8650.8615,4301.9069,137,21,39,Human
421366,7621970,33,32,392144,12254.5,1369.7104,43,11,42,Human
421369,7958660,16,16,61878,3867.375,19833.0242,21,16,27,Human
421370,10843764,30,30,222178,7405.9333,3677.7692,81,4,32,Human
421375,9935703,60,58,765723,13202.1207,11939.5226,150,24,42,Human
421379,8052115,28,28,299434,10694.0714,16644.6881,98,28,38,Human
421382,10710479,38,37,376308,10170.4865,19525.2542,93,40,38,Human
421383,10814988,27,26,315078,12118.3846,295.9412,33,8,38,Human
421390,9893987,65,66,726882,11013.3636,26102.3709,153,12,40,Human
421393,10868089,22,22,350164,15916.5455,1742.1862,42,13,36,Human
421398,6973221,30,32,48196,1506.125,7261.4353,60,7,16,Human
421400,10925441,88,87,7064527,81201.4598,78309.836,1249,1,54,Bot
421406,10843448,8,7,266343,38049,6001.0545,17,8,38,Human
421414,7919486,61,59,353336,5988.7458,45585.2357,95,24,42,Human
421416,10881732,19,19,84149,4428.8947,1218.0009,34,16,26,Human
421433,10938486,31,29,450026,15518.1379,45767.4575,47,3,41,Human
421437,6927261,34,34,883291,25979.1471,972.6746,324,13,46,Human
421438,10278793,11,11,36392,3308.3636,298.5879,15,7,25,Human
421441,8158937,40,41,174222,4249.3171,630.6679,76,18,30,Human
421443,10358046,6,6,46817,7802.8333,2306.6777,27,5,30,Human
421444,10939112,13,13,63184,4860.3077,987.1367,54,3,37,Bot
421448,10768554,51,52,543199,10446.1346,9941.3339,88,8,41,Human
421454,9486798,37,37,17044,460.6486,3194.2819,65,2,10,Human
421455,8482736,9,9,32390,3598.8889,587.1863,17,8,16,Human
421462,7296271,31,29,570910,19686.5517,21518.8175,93,4,39,Human
421466,7315288,6,7,16957,2422.4286,957.3944,10,4,22,Human
421472,10939587,5,5,27153,5430.6,139.888,7,5,10,Human
421474,7912174,40,40,479264,11981.6,444.6703,71,41,39,Human
421475,10919625,63,63,501018,7952.6667,6166.7398,158,27,40,Human
421479,10431269,5,5,16608,3321.6,68.5058,7,5,10,Bot
421481,8282880,20,20,210075,10503.75,2676.1123,54,20,41,Human
421485,6881083,73,75,1522211,20296.1467,16477.9495,344,31,48,Human
421488,8060090,31,31,318279,10267.0645,12919.492,56,11,39,Human
421490,10839130,25,25,18088,723.52,72032.0895,33,8,10,Human
421491,10414037,7,7,53246,7606.5714,327.1491,9,3,21,Human
421494,6236498,5,5,20584,4116.8,120.499,10,5,14,Human
421495,7999377,2,2,17064,8532,767.6205,3,2,22,Human
421511,10540786,43,43,743867,17299.2326,26302.3977,175,7,36,Human
421513,8561699,24,24,387167,16131.9583,21476.951,44,6,35,Human
421515,9590371,6,6,50164,8360.6667,1632.3162,10,8,26,Human
421516,8224376,10,10,11439,1143.9,18739.8743,15,10,11,Human
421528,9130732,49,47,634713,13504.5319,21281.8624,95,10,43,Human
421531,10873066,43,44,3304479,75101.7955,10493.451,57,4,53,Human
421534,7983050,23,23,13377,581.6087,103818.7949,45,17,11,Human
421535,10940207,46,42,599981,14285.2619,23443.3169,74,27,47,Human
421536,6816186,59,55,762187,13857.9455,2527.0338,69,1,42,Human
421539,8223197,44,44,738458,16783.1364,14065.3971,101,29,44,Human
421540,10440742,9,9,14020,1557.7778,17473.5227,12,9,6,Human
421543,4101171,7,7,250513,35787.5714,0.0281,9,1,2,Human
421545,9497131,35,34,240494,7073.3529,1108.1414,46,21,35,Human
421546,9114271,31,32,144917,4528.6563,3616.7694,44,27,33,Human
421548,10575636,32,30,312173,10405.7667,334.7977,90,22,35,Human
421552,10423451,3,3,11448,3816,938.6343,2,1,25,Human
421555,10664320,41,41,61801,1507.3415,343407.873,51,15,10,Human
421560,10931507,3,3,20456,6818.6667,2999.5431,3,1,28,Human
421562,10931460,4,4,59448,14862,1923.6025,6,1,28,Human
421563,10693345,16,16,19049,1190.5625,82.0501,25,2,21,Human
421564,10693345,14,14,14438,1031.2857,708.1677,18,2,20,Human
421567,10693345,5,5,12536,2507.2,2296.8909,5,2,13,Human
421570,10693345,16,16,21555,1347.1875,749.1467,25,3,19,Human
421571,8751607,39,39,13732,352.1026,20349.6752,73,13,9,Human
421572,10693345,16,16,16198,1012.375,620.5867,23,3,18,Human
421584,7353553,5,5,12211,2442.2,47645.707,8,2,21,Human
421587,9171289,44,43,329184,7655.4419,2648.7713,134,26,41,Human
421596,9971495,82,82,2935910,35803.7805,8314.2891,321,10,54,Human
421597,10407022,39,36,309412,8594.7778,7673.4133,67,16,35,Human
421598,10822902,8,8,19746,2468.25,3159.9662,11,2,14,Human
421601,8339073,12,12,30087,2507.25,18676.2843,16,10,30,Human
421608,9484529,3,3,20953,6984.3333,716.8237,4,4,18,Human
421610,10783374,14,16,230032,14377,22326.6,26,11,37,Human
421628,8352932,30,30,71241,2374.7,15348.2429,54,12,32,Human
421631,9581497,33,33,422483,12802.5152,352586.8809,93,15,25,Human
421635,7572719,41,40,104599,2614.975,583.3008,63,38,29,Human
421636,7355952,14,14,24931,1780.7857,555.8446,14,2,14,Human
421639,7210713,24,24,15003,625.125,5882.6755,73,2,22,Human
421641,7813429,19,19,40158,2113.5789,858.4406,32,2,25,Human
421642,7443865,31,30,53825,1794.1667,1392.6705,48,10,20,Human
421644,10195180,10,10,161365,16136.5,1786.53,31,9,32,Human
421646,9039435,3,3,11568,3856,322.0859,3,3,23,Human
421650,10811740,6,6,25635,4272.5,306.5907,12,5,28,Human
421657,6675175,3,2,13208,6604,63.374,3,2,18,Human
421658,7686389,44,46,717262,15592.6522,2506.8713,127,11,43,Human
421662,6325551,18,18,33162,1842.3333,598.4395,48,9,13,Human
421664,10679972,12,12,19026,1585.5,1806.1961,17,1,12,Human
421674,10925294,87,80,6485108,81063.85,60067.5182,104,1,55,Bot
421676,10925309,87,82,6568889,80108.4024,61942.129,99,1,55,Bot
421679,10925323,85,82,6366705,77642.7439,47091.0109,95,1,55,Bot
421680,10925318,88,83,6648151,80098.2048,48414.8954,99,1,55,Bot
421683,7628690,33,32,429578,13424.3125,2828.9298,60,36,42,Human
421685,10941065,13,14,60545,4324.6429,5192.3769,16,3,20,Human
421690,9164220,24,24,43044,1793.5,166909.3648,52,5,32,Human
421703,9017052,35,35,683447,19527.0571,20799.4314,110,20,44,Human
421704,8054660,12,12,81469,6789.0833,764.7175,30,6,30,Human
421705,10009289,23,23,12561,546.1304,42913.8487,35,3,9,Bot
421709,10747484,12,12,26184,2182,812.74,20,10,24,Human
421716,10633159,82,82,2813563,34311.7439,9924.8229,437,3,55,Human
421722,10337025,2,2,15184,7592,0.02,6,1,1,Human
421727,10855551,7,8,17226,2153.25,29.0966,16,5,10,Human
421738,10941547,82,84,1691417,20135.9167,28501.0941,307,40,54,Human
421743,6889132,70,70,200816,2868.8,6069.1176,227,3,36,Human
421744,6464358,21,21,168050,8002.381,6864.709,87,2,37,Human
421752,7292302,66,66,20803,315.197,8602.3316,140,39,11,Human
421758,6850493,5,5,11153,2230.6,1718.3799,7,5,8,Human
421767,10659767,30,30,92312,3077.0667,272.8452,99,22,23,Human
421785,7750859,29,29,522001,18000.0345,3066.3391,73,12,45,Human
421788,8035688,48,48,67409,1404.3542,1652.3674,107,37,30,Human
421792,9159037,14,13,465724,35824.9231,58933.8239,39,13,42,Human
421793,9170186,80,81,1230292,15188.7901,10154.5956,257,40,53,Human
421795,10813202,24,24,539422,22475.9167,15630.7309,65,9,40,Human
421806,8354176,16,16,127927,7995.4375,2618.6719,78,7,32,Human
421822,7409070,46,47,164666,3503.5319,136648.448,99,3,20,Human
421823,10879820,1,1,12312,12312,355.4543,2,2,12,Human
421824,7567522,20,20,41570,2078.5,7216.5262,36,7,30,Human
421825,10819983,18,18,122522,6806.7778,9209.9397,64,6,38,Human
421827,3967574,41,41,270840,6605.8537,1463.0903,139,13,39,Human
421830,10230777,21,21,74000,3523.8095,9729.5146,35,7,33,Human
421843,10925677,38,36,2874096,79836,10756.4425,45,2,43,Bot
421845,10925696,54,51,3764533,73814.3725,24915.524,82,3,45,Bot
421857,9747589,23,22,87907,3995.7727,1759.1951,40,12,23,Human
421858,6405987,7,7,23254,3322,12404.1124,14,2,27,Human
421874,10944757,28,27,389448,14424,757.8523,49,13,37,Human
421877,7729504,49,47,614080,13065.5319,9692.8243,121,8,46,Human
421884,10944109,11,11,349323,31756.6364,2615.8291,43,11,36,Bot
421900,10869583,45,46,3614717,78580.8043,14491.8553,52,1,11,Bot
421911,6107108,16,16,48274,3017.125,953.1602,24,13,29,Human
421917,9953738,5,5,14602,2920.4,62.4492,6,4,19,Bot
421923,7729546,10,10,26580,2658,6369.993,15,7,21,Human
421930,10945467,29,26,341557,13136.8077,1333.5739,37,19,34,Human
421941,10930508,88,82,6569506,80115.9268,51048.8491,101,1,55,Bot
421943,6881978,35,35,83700,2391.4286,3343.246,73,2,34,Human
421954,10945747,69,68,2942895,43277.8676,141944.1774,226,11,52,Human
421956,6646379,16,16,14822,926.375,235.9831,28,12,10,Human
421967,10946187,84,84,2011489,23946.2976,35566.166,421,19,52,Human
421975,10944327,1,1,59074,59074,2119.422,0,1,30,Human
421977,10944351,1,1,58344,58344,2369.7673,0,1,30,Human
421999,6820676,19,18,101810,5656.1111,103.3961,32,14,22,Human
422009,9514314,87,87,2407908,27677.1034,33897.3073,384,18,55,Human
422024,10935539,7,8,600886,75110.75,1125.6326,10,1,30,Bot
422025,10935604,7,8,600798,75099.75,1029.1002,10,1,30,Bot
422026,10935609,7,8,599557,74944.625,1135.7317,13,1,30,Bot
422028,10935610,6,8,573456,71682,990.4239,10,1,30,Bot
422029,10935614,7,8,573277,71659.625,1055.5542,11,1,30,Bot
422030,10935616,6,8,573019,71627.375,1037.9662,9,1,30,Bot
422046,10941114,20,20,27238,1361.9,13962.7845,41,7,10,Bot
422052,10028785,35,35,127886,3653.8857,57157.9797,91,12,10,Human
422069,9706461,3,4,13614,3403.5,3647.7406,3,3,30,Human
422073,7686603,2,2,40172,20086,404.1256,5,1,29,Human
422096,6169527,37,38,219638,5779.9474,6012.7736,108,30,36,Human
422098,10922812,9,9,77414,8601.5556,564.8153,17,1,31,Human
422101,10195324,84,84,807727,9615.7976,8330.8644,560,20,43,Human
422106,8370143,87,87,3092289,35543.5517,78598.6071,602,71,54,Human
422107,9075051,57,57,51430,902.2807,71228.2267,151,9,31,Human
422109,10702077,83,81,6503069,80284.8025,7175.1996,159,8,55,Bot
422112,10702105,83,81,6504496,80302.4198,9360.6096,135,6,55,Bot
422114,9673502,50,50,121390,2427.8,11869.6644,188,8,30,Human
422125,10702100,83,80,6463101,80788.7625,8408.1313,124,6,55,Bot
422131,6781974,14,14,32356,2311.1429,263.623,22,10,20,Human
422134,10702115,84,82,6550941,79889.5244,6865.7462,120,7,54,Bot
422142,10702121,85,82,6492499,79176.8171,8724.0277,137,8,55,Bot
422145,7786346,74,75,1467537,19567.16,3071.623,238,46,50,Human
422149,10948187,82,81,2021327,24954.6543,2658.5288,240,34,42,Human
422151,6126369,4,4,15439,3859.75,3761.2575,5,4,31,Human
422156,8552343,17,16,142590,8911.875,674.3099,21,13,29,Human
422167,7838313,3,4,20809,5202.25,1223.7797,7,2,15,Human
422168,8718493,5,5,12425,2485,959.6707,5,5,24,Human
422171,7548283,42,38,391710,10308.1579,78983.4691,122,15,40,Human
422177,7480103,14,14,290318,20737,999.3229,51,2,34,Human
422182,8784721,49,49,206800,4220.4082,926.5922,85,30,31,Human
422187,7316686,53,54,449851,8330.5741,5766.9346,117,10,40,Human
422188,10426852,6,6,19555,3259.1667,2907.3964,6,1,23,Human
422196,7761437,52,52,534761,10283.8654,12257.319,172,1,40,Human
422197,8907775,18,18,12744,708,526.3765,16,1,11,Human
422211,10651447,26,26,13994,538.2308,23296.9779,43,19,10,Human
422229,10456942,10,10,420787,42078.7,1213.6649,20,3,36,Bot
422232,8801349,28,28,312816,11172,1179.5779,53,24,39,Human
422237,10949133,79,79,1108204,14027.8987,4612.6434,205,50,42,Human
422238,8791054,52,53,370337,6987.4906,948.864,63,4,36,Human
422260,8141192,66,67,109238,1630.4179,271835.0357,167,8,10,Human
422270,7897754,67,66,544309,8247.1061,2311.3564,228,44,42,Human
