Actor,A_Acc,Login_day_count,Playtime,playtime_per_day,avg_money,Social_diversity,Max_level,collect_max_count,exp_get_count_per_day,item_get_count_per_day,money_get_count_per_day,abyss_get_count_per_day,p_deg,f_deg,t_deg,m_deg,Avg_PartyTime,GuildAct_count,Type,Group
436322,11004848,79,6161504,78993.641,85620.4095,0,55,0,2307.3205,2080.3846,731.448718,170.8718,0,0,2,3,0,0,Bot,2
436323,11065416,16,1010905,67393.6667,1562.5773,0.7903,30,0,2990.6,1536.5333,2214.2,0.0667,0,0,5,2,0,1,Bot,2
436325,11065703,16,1079859,67491.1875,2088.0825,0.7659,34,0,1734.9375,2259.1875,1294.3125,1315.4375,0,0,11,3,0,1,Bot,2
436326,11065706,16,1038973,64935.8125,1702.2098,0.8192,34,0,2159.875,1916.75,1466.125,1007.8125,0,0,10,2,0,1,Bot,2
436328,11065441,16,1079529,71968.6,2229.0658,0.5566,35,0,2029.8667,2157.8667,1215.533333,1473.1333,0,0,13,3,0,1,Bot,2
436330,11065456,16,1078540,71902.6667,2607.988,0.6931,42,0,1901.1333,2428.3333,1424.4,1447.4,0,0,1,1,0,1,Bot,2
436338,10923160,79,6178634,79213.2564,74926.0637,0,55,0,2385.5769,2249.5769,696.525641,55.4103,0,0,2,2,0,0,Bot,2
436341,8993368,11,66053,6605.3,165.3559,1.3322,17,191,179.9,170.7,52,0,7,4,5,1,1672.4545,0,Bot,2
436350,11067662,41,2285166,55735.7561,8226.7148,0.8051,51,0,1194.561,901.1707,180.8292683,126.8049,11,8,17,2,5265.1481,1,Bot,2
436385,8304824,75,2184893,29525.5811,4795.443,1.0254,54,3,478.3378,196.473,249.4324324,199.0405,651,212,59,18,4632.8554,3,Bot,2
436395,11053448,18,807754,44875.2222,2842.269,0.6931,27,7783,1286,3881,40.38888889,0,1,0,4,2,67,0,Bot,2
436403,11068541,1,70092,70092,3851.9736,0,22,0,4267,5822,59,0,0,0,0,2,0,0,Bot,2
436449,8716395,10,294766,29476.6,7984.9586,0.897,31,109,740.9,955,85.3,46.9,9,4,2,2,2969.4,0,Bot,2
436452,8337441,6,326199,54366.5,24949.745,0.5623,33,87,1505,1422.3333,129.8333333,0.5,1,2,3,0,919,0,Bot,2
436469,10814583,28,73073,2609.75,20228.9856,0,10,3,17.75,391.5357,4.071428571,0,0,0,13,3,0,0,Bot,2
436502,11065406,15,1079924,71994.9333,1764.1145,0.6547,31,0,3099.2667,1632,2438.733333,0.0667,0,0,11,4,0,1,Bot,2
436511,10415313,2,43079,21539.5,62.2817,0,10,0,411,271.5,392,0,0,0,0,10471,0,0,Bot,2
436531,8866491,50,380776,7615.52,3334.7507,0.3735,40,133,133.96,113.3,48.54,5.82,36,4,2,6,3345.9565,0,Bot,2
436576,11068477,77,5530061,71818.974,11770.3739,0,46,0,1944.3766,1231.4805,914.6493507,0.0649,0,0,6,3,0,0,Bot,2
436577,11068476,76,5505201,73402.68,13507.1055,0,47,0,2055.7733,1313.2533,539.32,0.0667,0,0,13,3,0,0,Bot,2
436580,11069737,77,5344092,69403.7922,17962.8314,0,47,0,1906.5325,1213.5844,1036.584416,0.0519,0,0,9,3,0,0,Bot,2
436583,11068483,31,2038690,67956.3333,13996.0584,0,41,0,1926.7,1500.9,588.7333333,0.2,0,0,6,2,0,0,Bot,2
436609,11065700,22,1314205,59736.5909,818.4158,0.5671,36,1,1255.1364,1195.3182,122.3636364,117.8182,4,0,13,2,2855.4444,0,Bot,2
436628,11050126,10,630367,70040.7778,835.4548,0,38,0,2951.5556,2791.4444,239,0,1,0,8,0,5,0,Bot,2
436630,11050128,10,678441,75382.3333,754.2509,0,38,0,2870.1111,2410.5556,392.6666667,0.2222,0,0,9,0,0,0,Bot,2
436631,11062996,20,1205303,60265.15,566.7707,0,36,0,1507.5,1413.05,50.6,0.25,1,0,9,3,4,0,Bot,2
436633,10761510,15,1080080,72005.3333,250.3044,0.4471,30,10769,638.5333,7224.1333,3.533333333,39,2,2,4,1,35013.6,0,Bot,2
436634,10761507,17,1074958,67184.875,265.8111,0.693,30,7809,611.625,5182.875,4,30.625,6,4,8,1,12102.5,0,Bot,2
436637,11059266,78,5975581,81857.274,43366.0556,0.258,55,0,3522.5068,2500.411,240.0273973,0.0274,2,0,0,9,53462.6667,1,Bot,2
436638,11059171,78,5953986,79386.48,45144.674,0.6357,55,0,3320.4,2368.8533,504.84,0.0267,2,0,4,9,53462.6667,1,Bot,2
436647,10909891,8,192878,24109.75,25849.6741,0,31,27,1586.25,2031.375,13.875,0.25,1,0,0,4,4799,0,Bot,2
436671,11065792,18,1251668,69537.1111,612.9468,0,36,0,1683.4444,1620.7222,21.88888889,0.3333,0,0,10,2,0,0,Bot,2
436672,11066266,31,2174636,70149.5484,1001.0737,0.4227,45,0,1416.2903,1108.4194,489.5806452,0.129,0,0,10,6,0,0,Bot,2
436673,11069001,75,6082947,81105.96,20922.4907,0.3565,55,0,2466.8,1655.9467,1751.773333,273.0533,0,0,4,11,0,0,Bot,2
436674,7718662,1,11351,11351,777.4049,0.6365,7,0,234,147,5,0,0,0,1,1,0,0,Bot,2
436676,11069016,75,6065459,80872.7867,19616.1373,0.3646,55,0,2646.6667,1842.4533,1669.24,165.4267,0,0,3,15,0,0,Bot,2
436723,11071211,6,176596,29432.6667,2229.8022,1.0336,30,0,1928.8333,2490.1667,19.83333333,0.3333,2,0,3,5,2722,1,Bot,2
436740,11068541,11,210035,19094.0909,2359.2872,0.8642,31,0,696.4545,851.6364,66.36363636,59.3636,12,8,5,4,4226.2667,0,Bot,2
436751,10975239,8,333128,47589.7143,909.9053,0.6365,29,0,1342.5714,1186.8571,323.4285714,0.7143,4,0,1,5,2571.2,0,Bot,2
436765,10703432,7,92820,13260,13235.4375,0,25,24,855,1127.2857,15.57142857,0.4286,0,0,1,3,0,0,Bot,2
436799,11031884,10,644526,64452.6,243.9686,0.2205,9,0,8557.9,5347.2,8518.1,0,0,2,11,2,0,0,Bot,2
436801,11031885,10,643125,71458.3333,128.5204,0.4156,9,0,10117.5556,6264,10079.22222,0,0,2,5,2,0,0,Bot,2
436803,11031892,10,654905,65490.5,109.6848,0.3467,9,0,7576.5,4795.5,7021,0,0,2,8,2,0,0,Bot,2
436812,11031902,10,648061,72006.7778,138.2328,0.4025,9,0,9049.2222,6007.2222,9010.333333,0,0,2,4,4,0,0,Bot,2
436813,10880488,70,44994,642.7714,179584.7532,0,10,10,3.5714,5.5714,3.371428571,0,1,0,7,3,216,0,Bot,2
436814,11031907,10,644667,71629.6667,168.1448,0.3909,9,0,9176,5793.6667,8319.222222,0,0,2,9,3,0,0,Bot,2
436844,10997223,21,160642,7649.619,432.7827,0,23,10,115.6667,94.8571,33.19047619,0,0,0,0,2,0,0,Bot,2
436848,11070205,15,1064308,70953.8667,3709.0729,0.2712,29,7119,927.8667,3665,6.133333333,0,0,0,6,2,0,0,Bot,2
436853,10981082,31,210765,6798.871,167.0435,0,23,21,66.1613,62.2258,36.29032258,0,4,0,2,3,6293.3333,0,Bot,2
436854,11049900,77,5731460,78513.1507,71753.033,0.4227,55,0,2472.0548,1838.7945,1329.383562,1218.1781,5,0,9,3,98106.2353,0,Bot,2
436855,11049910,73,5474028,79333.7391,12843.2169,0.8402,55,0,2306.6232,1826.1014,1196.884058,1006.6522,4,0,6,4,98106.2353,0,Bot,2
436856,11049896,77,5721398,78375.3151,10579.4505,0.6806,55,0,2549.726,1770.5616,1319.945206,1269.6986,3,0,6,4,98106.2353,0,Bot,2
436860,11070280,9,573977,63775.2222,2719.0889,0,23,5963,719.4444,4219,6.666666667,0,0,0,1,1,0,0,Bot,2
436869,11049916,77,5775329,79114.0959,17375.0993,0.6792,55,0,2496.0548,1758.6438,1335.534247,1251.1781,4,0,6,2,98960.375,0,Bot,2
436922,9104516,12,35810,2984.1667,18982.8672,0.673,18,0,40.5833,30.1667,29.16666667,0,7,0,0,5,1324,0,Bot,2
436923,11070368,14,1028954,73496.7143,3566.1751,0.6211,37,4047,2538.6429,2552.2857,8.142857143,0,0,0,4,3,0,0,Bot,2
436941,11065777,64,4807911,77546.9516,24092.8868,0.3129,55,0,3353.7097,3641.4839,110.5645161,0.1129,0,0,8,11,0,1,Bot,2
436952,11070796,15,1046005,74714.6429,2764.4696,0.6902,23,6994,483.2143,5038.8571,7.071428571,0,0,0,5,1,0,0,Bot,2
436973,10955793,58,1569236,27530.4561,6171.3124,0.4007,43,5,796.8947,1598.3684,107.0175439,2.1579,13,0,51,4,30713.6923,1,Bot,2
436996,11051981,11,553591,50326.4545,1953.6501,0.6931,40,1672,1640.6364,1582.2727,228.8181818,338.7273,0,0,1,1,0,1,Bot,2
437026,10977004,16,24594,1537.125,21830.7469,0,10,18,16.4375,17.25,4.5625,0,0,0,4,1,0,0,Bot,2
437041,11073153,73,5406601,78356.5362,20773.3859,0.1617,55,0,3197.9855,2489.6232,128.0434783,0.0435,1,0,5,12,378,0,Bot,2
437049,11062648,77,5997616,78916,29241.6246,0.4506,55,0,2827.8816,2122.5263,5.368421053,0.0132,0,0,2,5,0,1,Bot,2
437051,11062649,76,5977707,78654.0395,26700.3906,1.0397,55,0,2741.0658,1769.8158,6.223684211,0.0132,0,0,4,6,0,1,Bot,2
437056,11073144,73,5417200,76298.5915,23798.5294,0.0669,55,0,3273.9296,2450.4366,106.3943662,7.2535,6,0,3,16,39905.875,0,Bot,2
437067,11071227,9,17922,1991.3333,1402.1976,0,10,0,53.6667,64.5556,5.222222222,0,0,0,2,2,0,0,Bot,2
437084,11073839,51,320741,6289.0392,48781.5599,0,10,0,35.6471,24.0784,17.15686275,0,0,0,1,4,0,0,Bot,2
437101,6289972,44,415892,9671.907,12560.8943,0.5686,39,0,145.9302,87.8837,58.79069767,11.9535,48,8,11,7,2384.5463,1,Bot,2
437111,11073987,45,68885,1530.7778,71099.8904,0.1599,1,0,0.0222,0,1.4,0,3,0,36,2,90.5,0,Bot,2
437133,10697048,13,134537,10349,672.5851,0.8018,29,0,186.8462,158.6923,67.15384615,22.4615,16,2,3,1,3905.7273,0,Bot,2
437203,10688987,27,333874,12365.7037,8348.4325,0.6365,31,0,789.8519,910.2963,2.555555556,0,1,0,4,2,9310,0,Bot,2
437311,10918537,42,79857,1901.3571,18820.951,0.9736,10,0,6.4286,29.4048,5.023809524,0,2,2,10,6,248.5,0,Bot,2
437408,6221374,18,503928,26522.5263,8881.7699,1.1779,50,81,390.4737,102.2632,217.1578947,290.6842,171,22,21,5,4731.81,1,Bot,2
437472,8892878,35,434255,12407.2857,3358.385,0.8385,46,0,181.1143,89.1429,153.4,69.4857,67,18,6,6,5640.3924,1,Bot,2
437473,8052578,74,6149347,83099.2838,20888.741,0.3597,55,3933,4306.3378,5265.3108,3273.202703,0,0,2,5,8,0,0,Bot,2
437490,10931983,3,93215,31071.6667,235.616,0,18,86,1111,782.3333,362,0,0,0,0,2,0,0,Bot,2
437494,8336204,9,133614,14846,1899.2595,1.0397,27,12,651.6667,778,19,3.4444,0,2,0,3,0,2,Bot,2
437495,5111705,53,1173971,22576.3654,1487.8788,0.7432,51,0,378.1346,219.4615,202.8846154,61.6154,148,22,24,13,5624.1059,2,Bot,2
437498,11076560,8,496498,62062.25,434.1181,0,23,6256,763,4395.875,10.875,0,0,0,3,0,0,0,Bot,2
437502,11076647,8,552251,69031.375,38.7225,0.4741,9,0,10951.5,6770.125,7501.25,0,2,0,8,2,4348,0,Bot,2
437504,11076619,8,540268,67533.5,862.2902,0,29,8462,1419.375,5878.75,33.125,0,0,0,2,0,0,0,Bot,2
437509,10191286,8,543655,67956.875,37.413,0,9,0,11168.625,7620,6687,0,0,0,5,2,0,0,Bot,2
437510,6631099,6,120354,20059,11399.9226,0.5004,27,0,1365.3333,1673.5,6.666666667,0,1,8,0,1,6113,0,Bot,2
437512,10431385,8,547716,68464.5,15.2974,0,9,0,11776.625,7160.875,4192.25,0,0,0,6,2,0,0,Bot,2
437515,11076954,7,541337,77333.8571,67.4637,0,23,3655,856.8571,2516.4286,43.85714286,0,0,0,1,3,0,0,Bot,2
437516,11055443,8,510487,63810.875,1655.9022,0,33,0,1624.25,1851.75,849.875,864.75,0,0,0,5,0,0,Bot,2
437517,11076955,7,542136,77448,727.2698,0,22,3886,837.5714,2538,40.14285714,0,0,0,1,4,0,0,Bot,2
437522,11076837,8,562167,70270.875,145.0448,0,21,11230,573.5,8031.375,8.75,0,0,0,5,0,0,0,Bot,0
437524,11076850,8,539862,67482.75,144.0594,0,28,6479,1521,4680.5,8.5,0,0,0,4,0,0,0,Bot,2
437525,11076595,8,476217,59527.125,641.6912,0,20,9558,651.75,6044.75,8.75,0,0,0,4,0,0,0,Bot,2
437529,11077406,14,1048792,69919.4667,56.4062,0.0275,9,0,13182.5333,6399.8,12996.33333,0,0,0,1,2,0,0,Bot,2
437530,11076655,8,557134,79590.5714,2812.667,0.6365,20,7087,643.4286,5492.5714,33.57142857,0,0,0,2,3,0,0,Bot,2
437532,11077422,13,977588,81465.6667,37.6105,0,9,0,17751.9167,9191.5833,14585.66667,0,0,0,1,2,0,0,Bot,2
437533,11077427,14,1032841,73774.3571,11.7316,0.0264,9,0,13088.5,7212.5714,312.5,0,0,0,1,2,0,0,Bot,2
437534,11077435,15,974177,74936.6923,30.3246,0,9,0,17881.5385,9113.4615,10040.61539,0,0,0,1,2,0,0,Bot,2
437536,11077367,14,1053288,75234.8571,59.4273,0,9,0,16911.2857,8441.9286,13149.92857,0,1,0,1,2,16705,0,Bot,2
437545,11077180,8,539204,67400.5,557.367,0,28,8836,1407.375,5942.25,10.25,0,0,0,4,0,0,0,Bot,2
437546,11038376,8,558361,69795.125,284.1681,0,29,7887,3004.625,5359.625,33.25,0,0,0,2,0,0,0,Bot,2
437549,11077181,8,522995,65374.375,1075.0444,0,27,8819,2116.875,6235.25,13.375,0,0,0,3,0,0,0,Bot,2
437552,11077215,8,553006,69125.75,1486.5991,0,34,5392,1357.5,3421.375,108.75,0.125,0,0,5,1,0,0,Bot,2
437553,11077145,6,558604,79800.5714,3586.1394,0,33,8480,4920.5714,6775,5.285714286,0.1429,0,0,5,1,0,0,Bot,2
437556,11077178,8,552569,69071.125,1991.5357,0,34,3554,1412.75,3000.875,93.875,0,0,0,6,1,0,0,Bot,2
437559,11077029,8,561467,70183.375,133.1216,0,22,9119,652.5,6481.25,13.375,0,0,0,4,0,0,0,Bot,2
437561,11077177,8,550754,68844.25,1904.8142,0,33,4591,1452,3641.875,101.125,0.125,0,0,4,1,0,0,Bot,2
437563,11077042,8,553307,69163.375,176.3499,0,19,12230,486.375,8134.75,8.625,0,0,0,5,0,0,0,Bot,0
437567,8420366,7,515802,73686,155.063,0,31,4449,2584.1429,2586.8571,21,0,0,0,1,3,0,0,Bot,2
437577,11076866,7,303184,43312,464.6681,0,31,0,1059,949.2857,57.71428571,12,0,0,1,0,0,0,Bot,2
437578,10996382,8,566072,80867.4286,1008.002,0.9184,31,5847,1770.7143,4219,162,0.5714,0,0,2,3,0,1,Bot,2
437582,10996333,8,563809,80544.1429,609.521,0.3768,30,5455,1803.8571,4006.1429,187.7142857,0.5714,0,0,2,2,0,1,Bot,2
437585,11074559,72,5323977,78293.7794,8771.4158,0.8384,53,0,4046.3382,3033.8824,46.91176471,4.8824,2,0,2,11,8310.6667,0,Bot,2
437591,11074569,76,5712091,78247.8219,8411.4378,0.6848,54,0,3597.0822,2774.1918,521.3287671,0.1233,2,0,1,10,11399.5,0,Bot,2
437617,11067378,8,519258,74179.7143,2175.8528,0,35,0,1824,1702.7143,159.7142857,0.5714,0,0,3,1,0,0,Bot,2
437620,10197297,5,166372,33274.4,183.4843,0.6365,19,0,1509,942.2,19.6,0,8,0,4,0,10802.1538,0,Bot,2
437628,8369079,8,535915,66989.375,3349.2284,0.6172,36,0,1891,2373.25,883.875,1359.625,0,0,1,2,0,0,Bot,2
437640,11067364,7,516288,73755.4286,1730.9935,0,35,0,1620.1429,1546.1429,142.7142857,0.4286,0,0,4,1,0,0,Bot,2
437656,11078148,15,1052719,70181.2667,5130.7465,0.1519,45,1,2730.8,3372.6667,2210,2.8667,7,2,14,1,8078.2258,0,Bot,2
437663,11078168,15,1037815,69187.6667,1753.7492,0.7426,45,0,2702.3333,119.1333,2183.066667,2.3333,2,2,5,1,8603,0,Bot,2
437667,11078181,16,1061736,66358.5,2747.8522,0.6878,45,0,2525.375,611.375,1727.1875,2.5,3,0,13,1,15180,0,Bot,2
437668,11050596,4,16219,4054.75,2706.9533,0,10,0,115.75,72.75,14.25,0,0,0,1,1,0,0,Bot,2
437670,11078183,16,1024877,64054.8125,2512.3331,0.641,45,0,2409.875,121,1772.3125,2.3125,5,0,6,1,8396.2727,0,Bot,2
437672,11076794,8,547674,68459.25,102.1574,0.586,24,6802,891.375,5120,8.5,0,0,0,3,1,0,0,Bot,2
437673,11078197,17,1014031,59648.8824,1104.1608,0.6601,45,0,2190.4118,397.4706,1424.470588,2.5882,4,0,9,1,6569.1429,0,Bot,2
437676,11078199,18,1013716,63357.25,966.6393,0.6246,45,1,2261.375,416.375,1469.625,2.5,3,0,8,1,3416.08,0,Bot,2
437679,11078210,15,1026145,68409.6667,841.4805,0.6567,45,0,2517.3333,426.7333,1730.8,2.6,2,0,6,1,3666.5652,0,Bot,2
437686,11017120,8,479626,59953.25,973.5306,0.6193,22,5043,817.25,3358.75,21.875,0,1,2,6,6,5,0,Bot,2
437687,11017125,8,489745,61218.125,721.0445,0.5814,33,5090,3160.25,3424.75,15.25,0,0,2,9,6,0,0,Bot,2
437688,11017128,8,485964,60745.5,1029.3891,0.6633,32,4590,2914.5,2934.75,20,0,0,2,7,5,0,0,Bot,2
437691,11017137,8,481288,60161,1264.6862,0.6714,23,5620,924.625,3506.25,15.25,0,0,2,8,6,0,0,Bot,2
437693,11017153,8,470696,58837,972.634,0.5,30,7379,2291.25,3911.375,15,0,0,2,8,5,0,0,Bot,2
437694,11017151,8,504423,63052.875,732.7526,0.8587,30,4574,2636,2990.625,18.125,0,0,2,5,4,0,0,Bot,2
437696,11017170,8,490375,61296.875,1004.1113,0.8293,30,4727,2193.375,2765.625,13.875,0,0,2,7,2,0,0,Bot,2
437697,11017146,8,501122,62640.25,628.844,0.6779,28,4232,1991.75,2650.125,12.5,0,0,2,6,3,0,0,Bot,2
437698,11077412,8,482028,60253.5,160.1498,0,20,8050,589.375,5100.875,8.125,0,0,0,3,0,0,0,Bot,2
437732,7529194,17,131051,7708.8824,8465.6743,0.5623,10,10,19.8235,1435.1176,2.588235294,0,0,0,2,3,0,4,Bot,2
437738,7589523,8,527048,75292.5714,4460.1416,0.1788,32,0,5403,3270.7143,2741.714286,0,0,0,3,2,0,1,Bot,2
437763,10897427,1,21279,21279,4.771,0.9369,11,2,706,290,254,0,1,6,3,0,21174,0,Bot,2
437766,11074210,76,6017503,84753.5634,11757.6594,0.4023,55,0,3116.7324,1809.0563,1119.647887,1398.5493,11,0,4,13,165403.2,0,Bot,2
437774,11074298,75,5750338,82147.6857,8718.4414,0.4188,55,0,2966.4286,1809.7286,1002.542857,1314.9143,9,0,4,14,174856.3333,0,Bot,2
437777,10410498,8,527292,65911.5,1960.8333,0,19,5980,477.25,4203.375,11.125,0,0,0,2,0,0,0,Bot,2
437782,10410509,8,523338,65417.25,2081.8553,0,19,5814,569.375,3911.375,13.125,0,0,0,4,0,0,0,Bot,2
437784,11078059,8,512758,73251.1429,4962.5394,0,34,0,1790.2857,2043.1429,712.1428571,1118.7143,0,0,4,0,0,0,Bot,2
437785,11074605,13,1032008,79385.2308,2314.2686,0.2712,28,0,5994.6154,4133,2735.307692,0,0,0,8,6,0,0,Bot,2
437787,11074607,13,1009108,77623.6923,2405.2851,0.5456,28,0,5672.5385,4481.0769,5169.461539,0,0,0,2,10,0,0,Bot,2
437788,11077327,8,525487,75069.5714,817.6731,0,30,0,3907.5714,4118.8571,193.1428571,1.7143,0,0,6,1,0,0,Bot,2
437790,11078061,8,533056,76150.8571,1083.205,0,30,0,3602.1429,3316.5714,72.42857143,0,0,0,6,0,0,0,Bot,2
437791,11074609,13,1027089,79006.8462,2197.0813,0.6109,28,0,5799.4615,3629.5385,3933.538462,0,0,0,2,6,0,0,Bot,2
437795,11077328,8,514646,64330.75,667.9847,0,30,0,2933.125,2958.125,90,1,0,0,5,1,0,0,Bot,2
437796,11074610,14,1009619,77663,2439.1547,0.6581,28,0,6009.1538,3927.3846,3993.769231,0,0,0,6,11,0,0,Bot,2
437797,11078065,8,514230,73461.4286,1448.9483,0,29,0,4087.8571,3789.8571,57,0,0,0,5,0,0,0,Bot,2
437800,11074611,13,990618,76201.3846,2352.6995,0.6172,28,0,5432.3846,4209.8462,4728.769231,0,0,0,3,7,0,0,Bot,2
437801,11077351,8,524153,65519.125,885.4763,0,30,0,3291,3374.625,115,0.875,1,0,6,1,150,0,Bot,2
437803,11074613,13,1043637,74545.5,1866.1511,0.6365,28,0,5265.8571,3185.0714,1845.5,0,0,0,2,7,0,0,Bot,2
437804,11077372,8,527676,75382.2857,823.7983,0.4101,30,0,3861,4194.2857,158.8571429,1.2857,1,0,7,1,150,0,Bot,2
437820,10964900,76,5707910,78190.5479,7866.8703,0.667,53,0,2743.1644,1679.7808,803.4520548,965.9041,9,0,2,13,156903.375,0,Bot,2
437834,11068071,74,5870463,82682.5775,18558.6047,0.7534,55,0,3344.3662,3029.6197,815.6197183,13.3239,2,0,0,7,3278,2,Bot,2
437903,8993368,35,313125,8697.9167,876.9206,1.3985,33,44,109.8889,60.1389,37.19444444,11.9444,21,14,6,8,3670.45,2,Bot,2
437913,11079119,7,500042,71434.5714,691.7397,0,32,4160,3135.4286,3134.4286,2.714285714,0.4286,0,0,0,5,0,0,Bot,2
437915,11079150,7,497532,71076,302.2119,0,28,4546,1589.7143,3621.1429,1.285714286,0,0,0,0,5,0,0,Bot,2
437920,11045657,7,491496,81916,4065.3637,0,24,5000,1263.1667,3849.1667,15.16666667,0,0,0,0,5,0,0,Bot,2
437949,4634758,11,14121,1283.7273,12092.9443,0,11,0,17.7273,19.8182,14.27272727,0,0,2,0,3,0,0,Bot,2
437962,9006621,7,418262,69710.3333,564.4925,0.5597,38,0,3968,2578.6667,556.5,1.3333,1,0,4,3,27611,0,Bot,2
437968,8246174,7,440372,62910.2857,244.3877,0.6365,37,0,3639.7143,2226,483.2857143,1.5714,2,0,6,3,24050.125,0,Bot,2
437983,11057813,7,497678,82946.3333,2506.0193,0,25,5530,1370.8333,4290.3333,16.5,0,0,0,0,4,0,0,Bot,2
438011,11036388,18,1062340,59018.8889,198.5868,0,36,3545,1812.9444,1857.9444,1.444444444,0,0,0,3,0,0,0,Bot,2
438054,10925705,1,12383,12383,3.6357,0,9,0,506,308,20,0,0,0,0,1,0,0,Bot,2
438060,11080631,37,2886770,78020.8108,11018.982,0.5623,51,0,2879.4865,2104.1351,378.972973,0.1351,4,0,6,3,58564.8333,0,Bot,2
438098,11024914,73,5798412,80533.5,45064.1554,0,55,0,2969.3194,2300.5278,1468.611111,196.8194,0,0,1,3,0,0,Bot,2
438102,11079073,72,5309914,74787.5211,38788.5968,0,55,3747,1623.4648,2097.2817,162.2394366,0.0986,1,0,1,2,938,0,Bot,2
438107,10925705,7,381172,54453.1429,951.6465,0,26,8657,1202.5714,4478.1429,11.42857143,0.4286,1,0,3,1,36,0,Bot,2
438179,10831007,20,884948,46576.2105,9163.945,0,43,0,1248.1579,1108.6842,148.5789474,0,0,0,0,3,0,0,Bot,2
438195,8774969,2,13424,6712,9002.4715,0,6,0,68.5,64.5,27.5,0,0,0,0,2,0,0,Bot,2
438221,11019659,6,350928,50132.5714,686.7887,0.5623,28,0,1006.4286,1033.8571,18.28571429,0.1429,0,0,4,1,0,2,Bot,2
438253,11077903,8,204831,25603.875,171.1458,0.8018,26,10,423.625,424.25,18.625,0,0,2,2,1,0,0,Bot,2
438308,11020086,72,5255411,77285.4559,20157.789,0,55,0,2193.3529,1911.6176,10.92647059,1.7941,0,0,1,6,0,0,Bot,2
438338,8952988,6,187564,31260.6667,235.2625,0,25,77,951.5,964.8333,44.5,72.1667,2,0,0,1,4414.5,0,Bot,2
438358,8617012,16,152585,8476.9444,54406.3935,1.1606,31,0,120.6111,74.5556,77.11111111,7.1667,40,8,5,8,5679,0,Bot,2
438365,7402978,1,11262,11262,7.731,0,11,23,375,258,145,0,1,0,2,1,11064,0,Bot,2
438374,6209796,13,281370,23447.5,6346.3526,0.8609,30,10,656.3333,796.6667,65.66666667,22.25,20,6,3,1,5580.7143,0,Bot,2
438417,7795634,51,562150,10810.5769,7107.6079,0.7127,41,196,149.5385,70.4808,70.46153846,7.1154,115,26,14,6,4982.0915,1,Bot,2
438562,11084377,27,1954770,81448.75,4821.6288,0.513,40,3320,1502,2065.2917,69.58333333,0.125,0,0,6,4,0,0,Bot,2
438581,4217989,22,111427,5064.8636,2513.9587,1.4287,31,0,103.9091,64.0909,66.04545455,8.5,44,10,11,5,4591.96,2,Bot,2
438633,10988207,13,986567,82213.9167,3333.2255,0.5004,27,4453,974.1667,4327.5,11,0,0,0,10,3,0,0,Bot,2
438635,7622578,13,1035016,79616.6154,4024.1187,0.6862,27,4465,877.6923,3983.9231,9.461538462,0,0,0,6,2,0,0,Bot,2
438651,11084834,15,1064893,70992.8667,1063.5083,0.2062,30,0,3542.2,1816.4,3157.466667,0.0667,3,0,8,0,683.5,0,Bot,2
438743,11085882,15,1044526,74609,244.314,0,30,5905,537.3571,3496.9286,99.07142857,0.0714,0,0,1,1,0,1,Bot,2
438795,11066813,40,544838,13970.2051,696.571,1.2607,39,261,222.359,127.7692,56.92307692,3.0513,18,18,14,10,4638.3559,0,Bot,2
438808,11084829,14,1032873,73776.6429,919.2174,0.2868,30,0,4159.5,2508.5,3203.571429,0.0714,2,0,11,1,683.5,0,Bot,2
438809,11084831,14,1026921,78993.9231,964.4224,0.3768,30,0,4246,2283.7692,3556.307692,0.0769,2,0,9,0,683.5,0,Bot,2
438810,11084836,14,1024747,78826.6923,1105.2929,0,30,0,4353,2345,3709.923077,0.0769,3,0,8,0,887,0,Bot,2
438812,11084837,14,1027156,73368.2857,1000.5412,0.4563,30,0,3676.9286,1979.6429,3276.5,0.0714,1,0,12,1,885,0,Bot,2
438814,11084839,14,1027108,73364.8571,962.6391,0.5091,30,0,3520.0714,1852.5,3096.857143,0.0714,1,0,9,1,885,0,Bot,2
438816,11084841,14,1026050,73289.2857,1012.7406,0.2868,30,0,3518.8571,1836.8571,3098.642857,0.0714,3,0,8,1,885,0,Bot,2
438818,11084843,14,1025206,73229,968.1629,0.5661,30,0,3430.2143,1809.2143,3010.214286,0.0714,1,0,8,1,885,0,Bot,2
438856,11036800,3,103644,34548,2.1797,0,9,0,1596,685.3333,71.66666667,0,6,0,4,1,11404.5,0,Bot,2
438873,11036593,15,1006473,71890.9286,112.78,0.3949,9,0,10550.7143,7562.4286,32.07142857,0,0,4,14,3,0,0,Bot,2
438877,11036594,15,1002879,71634.2143,124.239,0.2155,9,0,10046.8571,7248.6429,34.92857143,0,0,2,14,3,0,0,Bot,2
438879,11073125,15,1010061,72147.2143,120.1094,0.3301,9,0,9778.7143,6365.1429,1707.857143,0,1,2,15,3,27,0,Bot,2
438881,11073138,15,1006574,71898.1429,90.8586,0.44,9,0,11732.9286,6318.1429,9262.714286,0,0,4,7,3,0,0,Bot,2
438886,11036596,15,1018697,72764.0714,86.3255,0.4025,9,0,11875.2143,6856.2143,3330.5,0,0,4,15,4,0,0,Bot,2
438890,11036597,14,1004127,71723.3571,107.3126,0.4796,9,0,9273.3571,6904.2143,193.7857143,0,0,2,17,4,0,0,Bot,2
438893,11036600,14,928197,66299.7857,114.9286,0.4758,9,0,8629.5714,6457,195.0714286,0,0,2,18,6,0,0,Bot,2
