Actor,A_Acc,Social_diversity,Type
423791,10964393,0.021,Bot
423799,10947493,0.2554,Human
423805,8002840,0.9168,Human
423807,10964235,0.9369,Human
423808,7460461,0.9746,Human
423810,6956435,0.4506,Human
423811,6390918,0.8092,Human
423813,9975311,0.6211,Human
423818,8631814,0.3868,Human
423821,10169388,1.2678,Human
423822,6199713,0.9895,Human
423824,8785616,0,Human
423825,6272045,0.9525,Human
423826,10747411,0.6914,Human
423832,10955695,0.9833,Human
423833,8327665,1.1348,Human
423840,10964805,0.9888,Human
423845,8367887,0.986,Human
423853,10037523,0.9554,Human
423854,7716224,0.6277,Human
423858,10893420,1.1913,Human
423875,6520804,0.5264,Human
423878,8927031,0.2477,Human
423891,10965188,0.8981,Human
423897,8939913,0,Human
423900,10566719,0,Human
423903,10964360,0,Bot
423905,10965253,0.0238,Bot
423907,10964368,0.4741,Bot
423910,8514744,1.1104,Human
423916,10860940,0.9932,Human
423920,7268272,0,Human
423921,9142866,0.2163,Human
423922,9540024,1.0357,Human
423923,6544707,0.3403,Human
423932,10965383,1.1323,Human
423936,6387539,0.5196,Human
423940,9013317,1.0535,Human
423942,7183989,1.2034,Human
423943,7519061,0.673,Human
423946,10960635,0.6906,Human
423949,6807893,0.6616,Human
423952,10893933,0.9503,Human
423960,10369451,1.0042,Human
423965,8884416,0.631,Human
423967,9994007,0,Human
423971,10965743,0.6956,Human
423981,10707768,0.7695,Human
423987,8661609,1.2131,Human
423988,10697546,0.6931,Human
423997,8050228,1.1581,Human
423999,10896797,0,Human
424008,9974278,0.4243,Human
424012,8121282,0.7924,Human
424021,7137520,1.3662,Human
424025,7649958,0,Human
424032,10932411,1.0871,Human
424045,10966171,0.8058,Human
424046,6881451,1.1547,Human
424047,8717474,0,Human
424056,7452777,0.9557,Human
424059,10868542,1.0133,Human
424061,6731409,0.898,Human
424063,6579145,1.0418,Human
424064,10868542,0.3028,Human
424065,10868542,0.3884,Human
424069,8088665,1.1271,Human
424079,10431611,1.1294,Bot
424080,6909322,0.8368,Bot
424082,2361448,0.7834,Human
424090,10958100,0.3438,Bot
424096,10664241,0,Human
424099,7523272,1.0228,Human
424100,7269959,0.7415,Human
424102,9813911,1.0547,Human
424103,4639362,0.3286,Human
424104,4241784,0.959,Human
424105,8605500,0.536,Human
424106,10916746,1.0204,Human
424109,6290481,0.7781,Human
424111,10960451,0,Bot
424118,7572719,1.1187,Human
424119,10629898,0,Human
424120,6861278,0.9135,Human
424124,7336239,1.157,Human
424132,8325160,1.1732,Human
424136,10272106,0.7792,Human
424138,10966349,1.1672,Human
424139,6798313,0.7954,Human
424141,6660519,0.6365,Human
424145,6932261,1.0865,Human
424152,10824663,0,Bot
424154,10950135,0.6806,Human
424156,10576736,0.9003,Human
424160,7115716,0,Bot
424163,10824991,0,Bot
424164,10967381,0.5296,Human
424165,7857249,0.7979,Human
424176,8504247,1.2619,Human
424178,10964233,0.9557,Human
424185,7329490,1.1156,Human
424188,10960066,0.5623,Bot
424193,6171509,0.7894,Human
424196,10960088,1.0397,Bot
424197,10960095,0.6365,Bot
424204,10967823,1.0974,Human
424205,9955430,0.8065,Human
424207,7811715,0.8572,Human
424210,5424842,0.3862,Human
424214,6878286,1.215,Human
424221,10665367,0.9867,Human
424222,6740393,0.7209,Human
424223,2657490,0.1327,Human
424232,6992904,0.3075,Human
424234,6602247,1.0815,Bot
424236,6941537,0.7211,Human
424245,6813082,0,Human
424252,9752244,0.8195,Human
424259,7993385,0.9883,Human
424261,10968485,1.0033,Human
424265,7933611,1.34,Human
424271,10968311,0.9993,Human
424272,9977587,0.2706,Bot
424273,10251174,0.639,Human
424275,10963300,0.3708,Bot
424278,6579050,0.4188,Bot
424280,10968778,0.1941,Bot
424281,10963264,0.5028,Bot
424282,10964082,0.9868,Human
424284,10967145,0.4926,Bot
424285,6723358,0,Human
424286,10967142,0.3567,Bot
424287,10968783,0.495,Bot
424289,10963349,0.3245,Bot
424290,10968795,0.202,Bot
424292,10963393,0.2712,Bot
424293,10968806,0.1768,Bot
424295,10968827,0.1222,Bot
424299,7558250,0.837,Human
424300,9532022,0,Human
424303,8558147,1.0847,Human
424306,8047817,0.8898,Human
424312,6507594,0.8675,Human
424317,10917793,0,Human
424333,8622352,0.6365,Human
424337,10644109,1.1872,Human
424338,7999316,0.5832,Human
424342,10969302,1.0905,Human
424346,10240229,0.9971,Human
424347,7777070,0,Human
424349,6893311,1.0523,Human
424352,10968917,0.3624,Human
424355,10489746,1.0227,Human
424357,9624006,1.2912,Human
424367,7401796,1.1534,Human
424370,8428722,0.725,Human
424371,6394494,1.2417,Human
424373,6694747,1.2143,Human
424377,10958860,0,Bot
424378,6654094,0.8676,Human
424379,10555368,1.171,Human
424381,2272678,0.3447,Human
424384,10968905,0.5091,Bot
424390,10969608,1.1148,Bot
424392,7057069,1.4985,Human
424394,8305632,0.8489,Human
424396,7630032,0.167,Human
424399,10969754,1.0235,Human
424401,6936218,1.0549,Human
424402,9107151,1.1494,Human
424407,8101397,1.0866,Human
424413,10844912,1.1609,Human
424416,7205807,0.6931,Human
424419,10510639,0.9635,Human
424421,10968521,0.6365,Bot
424422,10597085,0.9831,Human
424424,10413107,0.9165,Human
424425,6487040,1.3108,Human
424427,10869068,0.7798,Human
424429,10969810,1.2283,Bot
424434,9976247,0.9008,Human
424436,10539089,0.6931,Human
424440,9106800,1.383,Human
424441,6910901,1.0436,Bot
424444,6660519,0.656,Human
424448,10901394,0,Human
424454,10958267,0.8921,Human
424455,7950973,0.6987,Human
424457,10969855,1.3209,Human
424460,10776107,1.1727,Human
424478,6912918,0.6365,Human
424482,10963428,0.639,Bot
424485,10970325,0.9673,Human
424491,10808512,0.9738,Human
424493,7443865,0.7156,Human
424503,10969545,0,Human
424505,10357987,1.2912,Human
424507,10893281,0.9541,Human
424509,7960117,1.3447,Human
424518,8514748,1.277,Human
424519,8275166,0.7315,Human
424521,10970119,1.3361,Human
424523,10969885,1.0572,Human
424525,10960420,0,Human
424527,7397438,1.071,Human
424530,7546080,0.3046,Human
424531,10969571,0,Human
424545,10969595,0,Human
424548,7657830,0.7932,Human
424552,10969610,0,Human
424554,10970681,1.037,Human
424555,10970676,1.2743,Human
424556,10970690,1.0079,Human
424557,7638004,0,Human
424558,10969623,0,Human
424561,8569647,0.7696,Human
424590,10563568,1.1704,Human
424593,6758696,1.0986,Human
424601,9893987,0.3136,Human
424602,10970735,0,Human
424604,6724756,0,Human
424616,9088697,0,Human
424620,10747003,0.6779,Human
424624,9222903,0.8384,Human
424626,7131235,1.0397,Human
424630,10698292,0.8303,Human
424639,10958251,0.163,Bot
424641,10958252,0.26,Bot
424647,7709871,1.2879,Human
424648,967289,0,Human
424654,6103048,0.6445,Human
424657,10896864,0,Human
424658,10971033,1.0739,Human
424662,10909684,0.6902,Human
424663,10971187,1.4023,Human
424670,10687952,1.0466,Human
424674,8880039,0.7126,Human
424679,10085792,0.6354,Human
424680,7004374,0.6637,Human
424682,8237947,1.1524,Human
424683,10637162,0.6931,Human
424685,10963890,0.5432,Human
424688,7567522,1.3278,Human
424690,6723358,0,Human
424691,7567522,0.7278,Human
424696,6523157,1.1661,Human
424697,6521667,0,Human
424699,6451965,1.1373,Human
424701,10971527,1.0701,Human
424702,6834460,0.6881,Human
424703,8767644,0.875,Human
424704,10777210,0,Human
424711,7551972,0.8823,Human
424717,6457265,1.4552,Human
424719,6307380,1.188,Human
424722,8415020,0,Human
424730,6927049,0.6703,Human
424731,8479819,0,Human
424732,10886198,0.8746,Bot
424734,10785855,0.4204,Human
424736,9982162,0.9757,Human
424739,6804121,1.2555,Human
424741,6177945,1.2865,Human
424745,6438258,0.9519,Human
424747,10054842,1.3503,Human
424750,8668904,0.9766,Human
424754,7236618,0.7361,Human
424759,10896874,0,Human
424762,7044101,0,Human
424763,10754225,0,Human
424764,8841472,0.9719,Human
424767,10896856,0,Bot
424781,9419337,1.0672,Human
424783,9678636,0.9228,Human
424787,2433243,1.1925,Human
424790,6472207,1.4191,Human
424794,10413107,0,Human
424797,7167269,1.0935,Human
424800,10911316,1.565,Human
424803,10884922,0.586,Human
424807,10413107,0,Human
424825,7605164,0.882,Human
424826,10139039,0.8201,Human
424829,10972935,0.5213,Human
424830,10110921,0.7029,Human
424850,7300401,0.5004,Human
424856,8862329,0,Human
424862,7645524,0.703,Human
424865,10932293,1.1599,Human
424866,10576178,0,Human
424869,10973385,1.074,Human
424870,7149333,0.9503,Human
424874,10973388,0.8775,Human
424880,6527388,1.1161,Human
424881,10967410,0.905,Human
424885,10882070,0.6322,Human
424887,10430568,1.4396,Human
424888,10430568,1.3378,Human
424891,10372725,1.2342,Human
424902,10947375,1.1084,Human
424906,8943844,0.4059,Bot
424913,10421029,0.8798,Bot
424919,6327724,0.5717,Human
424923,10617908,0.9503,Human
424927,9326595,0.8403,Human
424928,10973872,0.7653,Human
424936,10973972,0.7712,Human
424942,8985751,0.9173,Human
424949,8784721,0.9099,Human
424951,8784721,0.5623,Human
424952,6530053,0.9725,Human
424961,6301037,0,Human
424967,10929943,0,Bot
424969,3381467,0.6931,Human
424970,7253877,1.0397,Human
424972,10330310,0.5004,Human
424985,10963935,0.9533,Human
424986,10974423,1.0824,Human
424992,7933354,1.2396,Human
424995,3701356,0.9262,Human
425004,10974494,0.7732,Human
425006,7569414,0,Human
425011,10688474,1.1651,Human
425012,10973944,0.6365,Human
425013,6393462,0.4101,Human
425014,6688913,0.86,Human
425015,10974544,0.7021,Human
425018,10973992,0,Human
425020,6751599,0.8979,Human
425028,10418902,1.015,Human
425040,10164323,1.3148,Human
425047,9487066,0.5004,Human
425048,10829594,0,Human
425055,10974785,1.2061,Human
425061,10830131,0.7963,Human
425064,9949918,1.1339,Human
425068,10974842,1.3901,Human
425073,6303143,1.0785,Human
425074,9140071,0.6576,Human
425075,8840059,0.9743,Human
425077,6530783,0.9433,Bot
425080,7108566,0.8839,Human
425087,10881289,0,Human
425089,7231664,1.0466,Human
425111,10968253,0,Bot
425113,10968259,0,Bot
425114,6634862,0,Human
425116,10968272,0,Bot
425119,6634862,1.0569,Human
425122,10904333,0.6931,Human
425123,6322938,0,Human
425126,6915154,0.702,Human
425128,10975115,1.373,Human
425130,8986003,0.753,Human
425138,8002591,0.6392,Human
425139,10579257,0.7215,Human
425144,10195324,0.9819,Human
425147,10591900,1.1674,Human
425149,6700944,0,Human
425154,9822752,1.5153,Human
425156,6399561,0,Human
425161,6287903,0.8661,Human
425168,10975239,1.2838,Bot
425171,7532482,0.5004,Human
425172,7584160,0.209,Human
425173,8077290,0.6365,Human
425175,7484357,1.2964,Human
425179,10930204,0,Bot
425181,10930227,0,Bot
425183,10880488,0.8587,Bot
425184,10930239,0,Human
425186,10896835,0,Human
425191,3212294,0.2875,Bot
425205,6389957,0.6623,Human
425206,7421629,1.0725,Human
425210,10902647,0.6332,Human
425211,10944925,0.8758,Human
425212,6608637,0.5623,Human
425222,8240421,0.8234,Human
425230,6564056,0.9115,Human
425235,10882365,0,Human
425237,10091928,0.6931,Human
425238,10819275,0,Bot
425241,8710188,1.277,Human
425242,10819281,0.1732,Bot
425244,10819287,0.1732,Bot
425249,10925285,1.1298,Human
425266,10976244,0,Human
425268,10941384,0.6931,Bot
425269,10941390,0.586,Bot
425276,9989225,0,Human
425286,10885643,0.8262,Human
425292,9710547,0,Human
425294,10968289,0,Bot
425297,10888527,0.5363,Human
425311,7931634,1.0549,Human
425316,7145192,1.0648,Human
425317,10937468,0.5623,Bot
425319,10937469,0,Bot
425321,10937486,0.4506,Bot
425322,10937488,0,Bot
425323,10976898,0.7747,Human
425324,10976831,1.0398,Human
425325,10937225,0,Bot
425326,10963844,0.9363,Human
425330,10937227,0.5004,Bot
425334,10937229,0.7356,Bot
425335,10937231,0.5623,Bot
425337,10937232,0.4101,Bot
425338,10975726,0,Human
425342,10968329,1.3209,Human
425348,10936345,1.0764,Human
425349,10977050,1.0613,Bot
425350,5396941,0,Human
425351,10966042,0.6931,Human
425353,10271773,0,Human
425359,7736402,1.2787,Human
425362,6100162,0.857,Human
425365,10319688,0.6691,Human
425369,7324763,0.3286,Human
425372,10207157,1.062,Human
425376,6634691,0.3768,Human
425382,7005007,0.9256,Human
425383,9275223,0.4101,Bot
425385,6674778,0.6342,Human
425386,9512979,0.8626,Human
425393,10408344,1.1901,Human
425398,6442090,1.1858,Human
425400,10276140,0.7597,Human
425402,10515146,0.6596,Human
425408,9876448,1.2734,Human
425412,10932137,0.8661,Human
425423,10977590,0.9831,Human
425424,10565433,1.1565,Human
425427,9751353,0,Human
425428,6893311,0.9656,Human
425429,10977692,0.8223,Human
425433,6718886,0.9913,Human
425435,6655346,0.5004,Human
425437,8291576,1.3324,Human
425441,10880342,1.0352,Human
425451,6472527,1.2112,Human
425452,10783155,1.0725,Human
425461,7795634,1.4559,Bot
425462,6589650,1.0297,Human
425467,10977825,0.915,Human
425468,10977927,0.7691,Human
425470,10977836,0.965,Human
425471,6603857,0.797,Human
425476,10977993,1.0986,Human
425478,8642380,0.6779,Human
425479,9076680,1.0122,Human
425482,10806663,0.6398,Human
425483,9413320,1.0123,Human
425493,8590877,0.7578,Human
425505,7616207,1.1904,Human
425506,10941065,0.9263,Human
425509,1001461,0.2868,Human
425510,6810742,0.6365,Human
425512,9879462,0.9369,Human
425513,10408296,1.4237,Human
425515,10970239,1.3202,Bot
425519,10970240,1.1262,Bot
425536,10978001,0.5623,Bot
425540,10978011,0,Bot
425541,10977214,0.9432,Human
425543,10978129,0,Bot
425544,7825602,1.0297,Human
425553,10972132,0.5983,Bot
425554,9478357,0.5297,Human
425555,10972126,0.6673,Human
425556,9920668,0.6365,Human
425558,7814476,0.586,Human
425559,7830775,0.5625,Human
425561,10971254,0.3378,Bot
425562,10977088,1.1338,Human
425563,10974113,0,Human
425565,10978332,1.0297,Human
425570,10871966,0.9573,Human
425571,10975146,1.5543,Human
425574,8291742,0.5623,Human
425575,10033768,1.3331,Human
425583,10975314,0.7121,Human
425590,8943531,1.3676,Human
425593,6699190,1.1748,Human
425597,9209789,1.1521,Human
425600,10978017,0,Bot
425601,10652443,0.664,Human
425602,8615461,1.2654,Human
425608,10973274,1.3378,Human
425614,10859197,0,Human
425623,8317019,1.1536,Human
425625,10971258,0.4691,Bot
425626,10835074,0.6461,Human
425627,8945498,0.9014,Human
425629,10776463,1.2353,Human
425631,10788881,1.3533,Human
425636,8072260,1.157,Human
425637,7484408,0.4563,Human
425644,9766972,1.1196,Human
425658,8262272,1.3404,Human
425659,4634758,0.8341,Bot
425662,7261320,1.3667,Human
425664,6318516,0,Human
425668,9129148,1.4801,Human
425671,6731409,0.1914,Human
425683,7631532,0,Human
425684,10979570,0,Human
425687,10979586,0.9082,Human
425691,10482616,0.5623,Human
425694,7769363,0.7209,Human
425695,9740391,0.9181,Human
425698,10927015,0,Bot
425699,10925923,0,Human
425700,7889021,0,Human
425701,10593417,0,Human
425702,8682658,1.1028,Human
425706,10633159,0,Human
425710,7454448,1.3517,Human
425712,10975726,0,Human
425715,10886514,0.5061,Human
425718,10627114,0.9891,Human
425721,10459033,0.9503,Human
425738,9809855,0.4149,Human
425740,10176538,0,Human
425744,10980305,0,Human
425746,8998430,0.4742,Human
425748,9949905,0,Human
425749,10980426,0.5004,Human
425750,9624006,1.089,Human
425751,9086403,0,Human
425752,10979798,0.4506,Bot
425753,7626310,0.7242,Human
425757,10896843,0,Human
425771,10938866,0.6931,Human
425772,7861842,0.8456,Human
425776,8565567,0.1337,Human
425777,6306750,1.134,Human
425782,8341794,0.8575,Human
425793,10976298,0,Human
425798,9940587,0.9433,Human
425801,6254974,0.5515,Human
425808,8270724,1.1258,Human
425809,6827952,0,Human
425810,6681833,1.1415,Human
425814,7257737,0.3412,Human
425818,6131339,0.6931,Human
425819,7920193,0.3592,Human
425821,6886282,1.2425,Human
425828,8186594,1.1027,Human
425830,9239421,0,Bot
425838,10981173,0.4896,Human
425841,10963642,0.6689,Bot
425845,10981082,0.4353,Bot
425847,10963745,0.5004,Bot
425849,10168551,0.6365,Human
425850,10963779,0.2641,Bot
425851,10925877,1.1272,Human
425853,10963813,0.3326,Bot
425855,10963859,0.5456,Bot
425858,8290370,0,Human
425860,6561941,0.5514,Human
425863,8463957,0,Human
425864,9505003,0.6931,Human
425882,9778735,1.1757,Human
425884,8412338,1.3144,Human
425885,10829730,0,Human
425889,10831957,1.0607,Human
425890,7875336,1.0039,Human
425892,10181448,0.6931,Human
425893,10981938,1.0251,Human
425895,10930072,0,Bot
425897,10746370,1.4719,Human
425900,10939582,0,Bot
425902,10112118,0.9003,Human
425904,10939607,0,Human
425906,10939649,0,Bot
425907,10949322,1.0042,Human
425910,7474320,0,Human
425911,10949322,0.6689,Human
425915,10562219,0,Human
425917,9742087,0,Human
425922,10957597,0.8385,Human
425923,10949322,0,Human
425927,6674742,0.3768,Human
425929,10982461,0.9618,Human
425931,10979961,0,Human
425935,6153210,0.6931,Human
425936,6393178,1.0846,Human
425938,10979964,0,Human
425939,10651404,1.2308,Human
425944,7538414,0.6263,Human
425957,9677740,0.5211,Human
425958,10816476,0.4573,Bot
425960,6970639,1.3099,Human
425961,8996316,1.1411,Bot
425964,10982605,0.8259,Human
425965,10982607,0.609,Human
425967,7840845,0.9725,Human
425969,10076789,0.8351,Human
425972,10974394,0,Bot
425973,8678678,0.8459,Human
425976,10974403,0,Bot
425977,9431237,0.75,Human
425978,10981933,1.0671,Human
425983,7022194,0.5236,Human
425985,9413780,0,Human
425990,9417530,1.0081,Human
425992,10983045,0.4101,Human
425993,6588475,1.1622,Human
425995,6531382,0.9433,Human
425997,10763813,1.4102,Human
425998,10294618,0,Human
426003,7288255,0.6145,Human
426006,9624006,1.1358,Human
426009,9040444,0.0084,Human
426013,6408230,1.136,Human
426015,10930746,1.1856,Human
426016,10930746,0.5004,Human
426019,7301211,0.6704,Human
426020,6310760,0.9782,Human
426022,6631496,0,Bot
426023,10978815,0.4131,Human
426030,6188555,1.1234,Human
426032,7301555,1.2311,Human
426034,7197138,0.1458,Human
426035,10974113,0.7353,Human
426038,10425496,0.9257,Human
426039,10847269,1.2123,Bot
426042,3100605,1.1594,Human
426044,10865088,1.1623,Human
426049,10957747,1.191,Human
426052,6584474,0.9529,Human
426055,8045833,1.0663,Human
426057,10158896,0.9228,Human
426058,10163769,1.2414,Human
426060,10957398,0.6994,Human
426061,8311305,1.3126,Human
426062,8726704,1.6056,Human
426074,9287689,0.5419,Human
426076,8715795,1.4942,Human
426078,10140310,0.538,Human
426082,6897895,0.9466,Human
426085,10983472,0.9369,Human
426092,6702703,1.0855,Human
426098,10759631,0.995,Human
426109,7293966,1.0019,Human
426110,7759447,0,Human
426111,7658988,1.0803,Human
426112,7320023,0.8487,Human
426113,7324379,1.2226,Human
426114,9055113,0.5495,Human
426115,7602199,1.0136,Human
426116,7402300,1.1045,Human
426117,6241345,1.2071,Bot
426118,6567996,1.5196,Human
426119,9086738,1.2954,Human
426120,6146038,1.043,Human
426121,8813209,0.9076,Human
426122,6574237,1.0819,Human
426123,7983050,1.2568,Human
426124,8587014,1.2142,Human
426125,7032645,0.6266,Human
426126,10430292,0.9037,Human
426127,6248255,0.8802,Bot
426128,8347797,1.2812,Human
426129,7070036,0.8869,Human
426131,7485521,1.0322,Human
426132,7729965,0.656,Bot
426133,6388127,0.8499,Human
426134,10321195,1.1695,Human
426135,8976050,0.9565,Human
426136,7629059,1.0972,Bot
426137,6335172,1.4185,Human
426138,6505597,1.2806,Human
426139,7183734,1.2212,Human
426140,8077832,1.2104,Human
426141,6208461,1.0609,Human
426142,6553166,1.6066,Human
426143,7481622,0,Bot
426144,9185957,1.3863,Human
426145,10178623,0,Human
426146,8060788,0.9725,Human
426147,6755726,0.7394,Human
426148,7364059,0.9515,Human
426149,6463543,1.1248,Human
426150,10078924,0.6365,Human
426151,8943531,1.101,Human
426152,6757953,0.8618,Human
426153,6297805,1.2375,Human
426154,8081999,1.1288,Human
426155,7970700,1.3034,Human
426156,9390817,0.9976,Human
426157,7062342,0.9842,Bot
426158,7025462,1.2354,Human
426159,6268493,1.1195,Human
426160,6241205,1.0012,Human
426161,7632549,1.4198,Human
426162,6865558,1.1176,Human
426163,8722900,1.2251,Human
426164,6484915,0,Human
426165,7005355,1.5098,Human
426166,10448838,0.7831,Human
426167,9071738,0.8456,Human
426168,6706543,1.5734,Human
426169,8561159,1.3493,Human
426170,6207660,1.0782,Human
426171,6713033,1.0425,Human
426172,9803303,1.3346,Human
426173,4297036,1.0397,Human
426174,8091142,0.7969,Human
426175,3931999,0.972,Human
426176,6397807,1.6064,Human
426177,8223273,0.8665,Human
426178,6826744,1.5734,Human
426180,6252491,1.0838,Human
426181,6152496,0.8512,Human
426182,7017976,0.9747,Human
426183,8108539,1.068,Human
426185,10979914,0,Human
426190,7354963,0.6201,Bot
426194,10983876,0,Human
426196,8561159,0.5004,Human
426197,10974217,0.9678,Human
426206,10768380,0,Human
426208,6137976,0,Human
426210,10983883,0,Bot
426213,10983890,0,Bot
426214,8572656,0.0555,Human
426217,10983939,0.7774,Bot
426219,9986681,1.2995,Human
426220,8572656,0.0758,Human
426221,10860809,0,Bot
426223,10827467,0,Human
426224,9713810,1.5062,Human
426225,10960040,0,Human
426230,6445810,0,Human
426235,4515757,0.2338,Human
426239,10847837,1.0549,Human
426240,10799296,0.6365,Human
426242,10799315,0,Human
426244,10799331,0.6931,Human
426245,10963145,0,Human
426247,10813963,0.6365,Human
426248,10813986,0,Human
426249,10813969,0.673,Human
426251,10867531,1.0549,Human
426252,10867557,0,Human
426254,10963159,1.0397,Human
426255,10867600,0.5623,Human
426256,10867621,1.0114,Human
426257,8035308,0.6206,Human
426258,10833446,0,Human
426259,10785517,0.4101,Human
426261,10847754,1.0397,Human
426262,10833469,1.0549,Human
426263,10847767,1.0397,Human
426264,10833490,1.0549,Human
426265,10847789,0,Bot
426266,10847810,0.6365,Human
426267,10712482,0.8572,Human
426271,6703091,1.1666,Human
426277,6467073,1.0114,Human
426279,10984126,0.907,Bot
426281,10984133,0,Bot
426286,10984128,0.2415,Bot
426288,10984175,0,Bot
426291,6555043,0.9404,Human
426293,10984129,0.2532,Bot
426294,10797394,1.0263,Human
426297,10984180,0.5789,Bot
426299,10743456,0.3251,Bot
426302,10983943,0,Bot
426303,10984147,0.1963,Bot
426305,6905471,0.9788,Human
426306,10743439,0,Bot
426307,10984114,0.1863,Bot
426311,10818955,0,Human
426313,10918826,0.2814,Bot
426314,7561358,0.8992,Human
426315,10967738,0,Bot
426316,8888397,0.619,Human
426319,10818959,0,Human
426320,10984124,0,Human
426324,8717474,0.7595,Human
426326,8346678,0,Bot
426334,8766386,0.7915,Human
426337,6793759,0.7608,Human
426338,10974144,0.6931,Human
426344,6476120,0.5388,Human
426345,10926598,0.1085,Bot
426347,10984855,0.5182,Bot
426350,10162797,1.4264,Human
426353,10985424,0.8979,Human
426358,10984854,0.6881,Human
426359,10985314,1.4133,Human
426361,8749800,1.0374,Human
426363,10901782,0,Human
426372,10483895,1.3438,Human
426373,10914961,0.4505,Bot
426374,10951881,0.4826,Bot
426376,7855721,1.1285,Human
426377,10951897,0.5297,Bot
426380,10977238,0,Human
426382,6558063,0.9982,Human
426387,7982118,0.6546,Human
426390,10171735,0,Human
426395,10985760,1.2857,Human
426398,10985841,0.5623,Human
426399,10828686,1.2337,Human
426405,9739068,0.855,Human
426406,10023726,0,Human
426412,10408344,0,Human
426415,10024781,0,Human
426419,7802889,1.0397,Human
426422,9445979,1.0609,Human
426427,9128389,0,Human
426428,10986259,1.0822,Human
426432,8938531,0.6931,Human
426433,6133418,0.4217,Human
426435,7813429,0,Human
426439,10986387,0.6931,Human
426443,3706083,1.3297,Human
426454,8511529,0.7466,Human
426457,10892054,1.0738,Human
426460,6582174,1.0036,Human
426461,8892129,1.0123,Human
426463,6515098,0.9503,Human
426464,10797433,0.6365,Bot
426466,10986528,1.2423,Human
426468,10961363,1.0549,Human
426471,10965831,0,Bot
426472,10965721,0.03,Bot
426473,10975726,0,Human
426478,10983611,0.9831,Human
426482,9701996,1.1331,Human
426492,9289426,0,Human
426502,10638876,0.6806,Human
426504,10986708,1.1822,Human
426511,7080734,0.9285,Human
426513,8459816,1.5569,Human
426515,10914974,0.6361,Bot
426518,10861388,1.2488,Human
426520,7156554,1.2954,Human
426524,5505640,1.2348,Human
426526,10986947,1.0705,Human
426529,6624649,0.9003,Human
426532,10630118,0.5127,Human
426539,10821594,1.0377,Human
426542,10077393,0.84,Human
426543,10917060,0.5609,Human
426544,6371715,0.8585,Human
426548,6358421,0.8569,Human
426554,9981654,0.6931,Human
426559,9762288,0.4741,Bot
426560,10917060,1.4336,Human
426562,10986059,0.5993,Human
426566,10765657,0.7436,Human
426569,9603929,0,Human
426573,10987228,1.1491,Human
426574,10549428,1.1285,Human
426581,10664531,1.2516,Human
426583,158028,1.2784,Human
426588,7923585,0.6931,Human
426589,10920094,0,Human
426598,10840207,0.945,Human
426604,10744896,0.6933,Human
426605,9965419,0.6912,Human
426607,4159667,0,Human
426610,10287136,1.0979,Human
426611,10840207,0,Human
426612,9001812,1.3703,Human
426617,8492096,0.9047,Human
426619,10920094,1.2851,Human
426621,9023406,0.6287,Human
426630,10195303,1.2672,Human
426632,10987488,0.6588,Human
426633,10778370,0.8587,Human
426637,10923891,1.1089,Human
426639,7690334,0.5797,Human
426643,10987533,1.4671,Human
426644,8026179,1.358,Human
426645,10983328,0.9009,Human
426646,6403853,0.3768,Human
426647,10978317,0,Bot
426651,8618854,0.2868,Human
426652,10983551,1.0657,Bot
426657,7990679,0.2641,Human
426661,6573652,0.9441,Human
426670,7570839,0.2875,Human
426673,10321669,1.1077,Human
426684,8721566,0,Human
426690,8733021,1.0097,Human
426691,8603199,0,Human
426698,10854420,0.9604,Human
426700,8003811,0.9369,Human
426705,8697089,1.2465,Human
426709,9748525,0.8817,Human
426710,10930337,1.0044,Human
426712,7334363,1.4368,Human
426715,6782649,1.3197,Human
426724,9177695,0,Human
426726,10208416,0.3558,Human
426728,10151457,1.6072,Human
426729,10988324,1.1696,Human
426730,5010848,0.6554,Human
426732,10975314,0.2921,Human
426733,6540837,0.6365,Bot
426737,10988058,1.1863,Human
426739,8602980,1.3031,Human
426740,10895687,0.8018,Human
426741,10457250,0,Bot
426744,8257561,0.6921,Human
426747,6770393,1.1275,Human
426748,10954374,0,Bot
426750,10661713,1.1125,Human
426752,10894937,0,Bot
426753,10978073,1.2408,Human
426754,10965327,0.6902,Bot
426755,10470481,0,Bot
426756,7567887,0,Bot
426758,10264841,0.5623,Human
426761,10970651,0,Bot
426762,10988877,0,Bot
426765,9524550,0.4101,Human
426768,10484359,0.9772,Human
426770,10972951,0.2146,Bot
426772,10376105,0.6365,Bot
426773,10972977,0.8018,Bot
426774,7976452,0,Bot
426775,10973016,0.2332,Bot
426777,7711557,0.1014,Bot
426778,4923057,1.6768,Human
426780,10988756,0,Bot
426781,10990830,0,Bot
426784,10811010,0.5623,Bot
426789,10988508,0,Bot
426790,9596076,0.0266,Bot
426791,10988517,0,Bot
426792,10989123,0,Bot
426793,10989361,0,Bot
426794,10989393,0.3768,Bot
426796,10989326,0,Bot
426800,6841717,0.6931,Human
426801,10989386,0.6002,Bot
426802,10989388,0.6172,Bot
426803,10991252,0,Human
426804,10991202,0,Bot
426805,10990726,0,Bot
426806,10991213,0,Human
426808,10991232,0,Human
426809,10751262,0,Human
426810,10991316,0,Bot
426812,10945769,0.2573,Bot
426815,0,1.0744,Human
426818,10963486,0.462,Bot
426819,6489468,1.3086,Bot
426820,10991620,0.1897,Human
426821,10195284,0.1617,Bot
426822,10988563,0,Bot
426823,9827936,0.6109,Human
426824,1184697,0.0212,Bot
426826,10686257,0,Bot
